Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
Andustry,https://www.ycombinator.com/companies/andustry,Spring 2026,B2B; Supply Chain and Logistics,"AI to source and sell industrial products. Founded in 2026 by Het Dave and Johann Stürken, Andustry has 2 employees based in .",http://andustry.com,2026,,Het Dave; Johann Stürken; Ask:,https://www.linkedin.com/in/hetdave/; https://www.linkedin.com/in/johannstuerken; https://www.linkedin.com/in/johannstuerken/,https://x.com/hetdv; ; 
Nine Fives,https://www.ycombinator.com/companies/nine-fives,Spring 2026,Industrials; Manufacturing and Robotics,"Simple, Networked, Driverless, RF Test Equipment. Founded in 2025 by Andrew Kurtz and Noah Levy, Nine Fives has 2 employees based in .",https://ninefives.com,2025,,Andrew Kurtz; Noah Levy,https://www.linkedin.com/in/andrew-e-kurtz/; https://www.linkedin.com/in/noahmslevy/,; 
Saffron,https://www.ycombinator.com/companies/saffron,Spring 2026,B2B; Recruiting and Talent,"AI-Native Technical Assessments and Work Trials. . Founded in 2025 by Kazuma Choji, Robert Chondro, and Jerry Yao, Saffron has 3 employees based in San Francisco, CA, USA.",https://www.trysaffron.ai,2025,"San Francisco, CA, USA",Robert Chondro; Kazuma Choji; Jerry Yao,https://www.linkedin.com/in/robertchondro; https://www.linkedin.com/in/kazuma-choji/; https://www.linkedin.com/in/mjyao/,https://x.com/roblukan; ; 
matforge,https://www.ycombinator.com/companies/matforge,Spring 2026,Industrials; Energy,"AI scientists to discover semiconductor materials. Founded in 2026 by Akash Ramdas and Advaith Sridhar, matforge has 2 employees based in San Francisco, CA, USA.",https://matforge.ai,2026,"San Francisco, CA, USA",Akash Ramdas; Advaith Sridhar,https://www.linkedin.com/in/akashramdas/; https://www.linkedin.com/in/advaith-sridhar/,; https://x.com/advaith_sridhar
Totalis,https://www.ycombinator.com/companies/totalis,Spring 2026,Fintech; Consumer Finance,"derivative layer for prediction markets. Founded in 2026 by Eric Liu and Pravesh Mansharamani, Totalis has 0 employees based in .",https://www.totalis.trade,2026,,Eric Liu; Pravesh Mansharamani,https://www.linkedin.com/in/ericliujt/; https://www.linkedin.com/in/pravesh-mansharamani/,https://x.com/ericliujt; https://x.com/ImTheBigP
"Gikl, Inc",https://www.ycombinator.com/companies/gikl-inc,Spring 2026,Consumer,"Accelerating scientific discovery with AI. Founded in 2026 by Peter Vajda and Seiji Yamamoto, Gikl, Inc has 2 employees based in San Francisco, CA, USA.",https://scienceswarm.ai,2026,"San Francisco, CA, USA",Peter Vajda; Seiji Yamamoto,https://www.linkedin.com/in/p%C3%A9ter-vajda-9a03aaa/; https://www.linkedin.com/in/seiji-yamamoto-a630897/,; 
Stage,https://www.ycombinator.com/companies/stage,Spring 2026,"B2B; Engineering, Product and Design","Code review platform for today’s engineers. Founded in 2026 by Charles Pan and Dean Stratakos, Stage has 2 employees based in .",https://www.stagereview.app,2026,,Charles Pan; Dean Stratakos,https://www.linkedin.com/in/charleslpan; https://www.linkedin.com/in/dean-stratakos-8b338b149,https://x.com/ceefryingpan; 
Standard Signal,https://www.ycombinator.com/companies/standard-signal,Spring 2026,Fintech; Asset Management,"Hedge fund where AI researches and executes every trade. Founded in 2026 by Michael Royzen, Standard Signal has 1 employees based in New York, NY, USA.",https://standardsignal.com,2026,"New York, NY, USA",Michael Royzen,https://www.linkedin.com/in/michaelroyzen/,https://twitter.com/michaelroyzen
primitive,https://www.ycombinator.com/companies/primitive,Spring 2026,B2B; Infrastructure,"Communication for agents. Founded in  by Ethan Byrd, primitive has 1 employees based in San Francisco, CA, USA. primitive is hiring for 3 roles in engineering and operations.",https://primitive.dev,,"San Francisco, CA, USA",Ethan Byrd,https://www.linkedin.com/in/etbyrd/,
Korso,https://www.ycombinator.com/companies/korso,Spring 2026,B2B; Operations,"The Intelligence Layer for Manufacturing. Founded in 2026 by Daichi Hiraoka, Alex Liu, and Martin Pan, Korso has 3 employees based in San Francisco, CA, USA.",https://korsoai.com,2026,"San Francisco, CA, USA",Daichi Hiraoka; Alex Liu; Martin Pan,https://www.linkedin.com/in/daichihiraoka; https://www.linkedin.com/in/alexdliu7; https://www.linkedin.com/in/martin-pan-42bb20244/,; ; 
Dispatch,https://www.ycombinator.com/companies/dispatch,Spring 2026,Industrials; Aviation and Space,"Satellites for manufacturing in space. Founded in 2025 by Payton Case and Andrew Mello, Dispatch has 2 employees based in .",https://dispatch.space,2025,,Payton Case; Andrew Mello,https://www.linkedin.com/in/paytoncase/; https://www.linkedin.com/in/andrew-mello/,https://x.com/dispatchspace; 
Superset,https://www.ycombinator.com/companies/superset,Spring 2026,"B2B; Engineering, Product and Design","IDE for the AI Agents Era. Founded in 2026 by Kiet Ho, Satya Patel, and Avi Peltz, Superset has 3 employees based in . Superset is hiring for 1 roles in engineering.",https://www.superset.sh,2026,,Kiet Ho; Satya Patel; Avi Peltz,https://linkedin.com/in/kiet-ho; https://www.linkedin.com/in/saddlepaddle/; https://linkedin.com/in/avipeltz,https://x.com/FlyaKiet; https://x.com/saddle_paddle; https://x.com/avimakesrobots
Sazabi,https://www.ycombinator.com/companies/sazabi,Spring 2026,B2B; Infrastructure,"The AI-native observability platform for fast-moving engineering teams. Founded in 2025 by Sherwood Callaway, Sazabi has 10 employees based in San Francisco, CA, USA.",https://www.sazabi.com,2025,"San Francisco, CA, USA",Sherwood Callaway,https://www.linkedin.com/in/sherwoodcallaway/,https://twitter.com/shcallaway
9 Mothers,https://www.ycombinator.com/companies/9-mothers-corporation,Spring 2026,Industrials; Defense,"AI weapon systems. Founded in 2024 by Roman Khomenko, Bogdan Pyzh, and Russell Smith, 9 Mothers has  employees based in Austin, TX, USA. 9 Mothers is hiring for 14 roles in engineering.",https://9mothers.com,2024,"Austin, TX, USA",Russell Smith; Roman Khomenko; Bogdan Pyzh,https://linkedin.com/in/russellhowardsmith; https://www.linkedin.com/in/dowakin/; https://www.linkedin.com/in/bogdan-pyzh-b5b77388,https://twitter.com/rhs; ; 
Cignara,https://www.ycombinator.com/companies/cignara,Spring 2026,B2B,"AI voice & chat agents for sales and customer support at large B2C…. Founded in 2025 by Nalin Gupta, Cignara has 4 employees based in San Francisco, CA, USA. Cignara is hiring for 1 roles in engineering.",https://cignara.com,2025,"San Francisco, CA, USA",Nalin Gupta,https://linkedin.com/in/nalingupta01,https://twitter.com/nalingupta01
fuchsia,https://www.ycombinator.com/companies/fuchsia,Spring 2026,B2B,"AI that gets hardware compliance done in weeks, not months. Founded in 2025 by Tony Gao, fuchsia has 1 employees based in San Francisco, CA, USA.",https://getfuchsia.ai,2025,"San Francisco, CA, USA",Tony Gao,https://www.linkedin.com/in/tony-gao5/,https://x.com/togao0
Clara,https://www.ycombinator.com/companies/clara-2,Spring 2026,Healthcare; Consumer Health and Wellness,"AI primary care doctor. Founded in 2025 by Zeeshan Ahmed, George Favvas, Cuauhtli Padilla, and Caitlin Swift, Clara has 9 employees based in San Francisco, CA, USA. Clara is hiring for 2 roles in engineering.",http://askclara.com,2025,"San Francisco, CA, USA",Zeeshan Ahmed; George Favvas; Cuauhtli Padilla,https://www.linkedin.com/in/zeeshan1293/; https://www.linkedin.com/in/georgefavvas; https://www.linkedin.com/in/cuauhtli-padilla/,; https://twitter.com/georgefavvas; https://twitter.com/Cuauhtlip
HireGlide,https://www.ycombinator.com/companies/hireglide,Spring 2026,B2B; Recruiting and Talent,"AI-native recruiting agency. Founded in 2025 by Theo Kitsberg and Axel La Pira, HireGlide has 3 employees based in San Francisco, CA, USA.",https://www.hireglide.ai,2025,"San Francisco, CA, USA",Theo Kitsberg; Axel La Pira; Hey YC! 👋,https://www.linkedin.com/in/theokitsberg/; https://www.linkedin.com/in/axel-la-pira; https://www.linkedin.com/in/theokitsberg/,; ; 
