Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
Sanvivo,https://www.ycombinator.com/companies/sanvivo,Winter 2023,Healthcare; Healthcare IT,"Shopify for pharmacies in Europe. Founded in 2021 by Nikolai Alemi Hariri, Dominic Haul, Julius Rachor, and Sven Wildermann, Sanvivo has 4 employees based in Munich, Germany.",http://www.sanvivo.eu,2021,"Munich, Germany",Julius Rachor; Nikolai Alemi Hariri; Dominic Haul; Sven Wildermann,https://www.linkedin.com/in/juliusrachor/; https://www.linkedin.com/in/nikolai-alemi-12157123a/; https://www.linkedin.com/in/dominic-haul-524a00111/; https://www.linkedin.com/in/svenwildermann/,https://twitter.com/JuliusRachor; ; ; https://twitter.com/svenwildermann
Clearspace,https://www.ycombinator.com/companies/clearspace,Winter 2023,Consumer,"Less screen time, more life. Founded in 2022 by Royce Branning and Oliver Hill, Clearspace has 7 employees based in San Francisco, CA, USA.",https://clearspace.org,2022,"San Francisco, CA, USA",Royce Branning; Oliver Hill,https://www.linkedin.com/in/roycebranning/; https://www.linkedin.com/in/oliver-hill-070322149/,https://twitter.com/rbfasho; https://twitter.com/_oliver_hill
Univerbal,https://www.ycombinator.com/companies/univerbal,Winter 2023,Education,"Language learning with a conversational AI Tutor. Founded in 2023 by Samuel Bissegger, Philipp Hadjimina, and David Niederberger, Univerbal has 3 employees based in Zürich, Switzerland.",https://univerbal.app,2023,"Zürich, Switzerland",Philipp Hadjimina; Samuel Bissegger; David Niederberger,https://www.linkedin.com/in/pmhadjimina/; https://www.linkedin.com/in/samuel-bissegger/; https://www.linkedin.com/in/david-niederberger-aba7a7177/,; ; 
Mantys,https://www.ycombinator.com/companies/mantys,Winter 2023,B2B; Analytics,"ARR Reporting and Forecasting for SaaS companies. Founded in 2022 by Kriti Arora, Mantys has 12 employees based in Bengaluru, Karnataka, India.",https://www.mantys.io,2022,"Bengaluru, Karnataka, India",Kriti Arora,https://www.linkedin.com/in/kriti-arora-536111105/,
Proglix,https://www.ycombinator.com/companies/proglix,Winter 2023,Industrials,"B2B Marketplace for Steel Raw Materials. Founded in 2022 by Prawira Indrawan, Wynn Wijaya, and Wendy Wijaya, Proglix has 25 employees based in Jakarta, Indonesia.",,2022,"Jakarta, Indonesia",Wynn Wijaya; Prawira Indrawan; Wendy Wijaya,https://www.linkedin.com/in/wynn-wijaya-76a2a8a4/; https://www.linkedin.com/in/prawira-indrawan-11826a256/; https://www.linkedin.com/in/wendy-noel-wijaya-b9b6648b/,; ; 
Sirdab,https://www.ycombinator.com/companies/sirdab,Winter 2023,B2B; Supply Chain and Logistics,"Cloud warehousing & supply chain platform in MENA. Founded in 2022 by Abdulrahman Alnamlah and Naif Alzahri, Sirdab has  employees based in Riyadh Saudi Arabia. Sirdab is hiring for 7 roles in operations, engineering, marketing, design, and sales.",https://sirdab.co/en,2022,Riyadh Saudi Arabia,Naif Alzahri; Abdulrahman Alnamlah,https://www.linkedin.com/in/nayif/; https://www.linkedin.com/in/abdulrahman-alnamlah/,; 
Retape,https://www.ycombinator.com/companies/retape,Winter 2023,B2B; Sales,"AI workers for debt settlement. Founded in 2023 by Ankit Goyal, Shubham Rana, and Sahil Singla, Retape has 3 employees based in .",https://www.retape.ai,2023,,Sahil Singla; Ankit Goyal; Shubham Rana,https://www.linkedin.com/in/sahilsingla98; https://in.linkedin.com/in/ankit-goyal-0bb2a1134; https://www.linkedin.com/in/rana-shubham/,; ; 
Clueso,https://www.ycombinator.com/companies/clueso,Winter 2023,"B2B; Engineering, Product and Design","Create beautiful videos & docs for any product or process in minutes. Founded in 2023 by Akash Anand, Neel Balar, and Prajwal Prakash, Clueso has 25 employees based in Bengaluru, Karnataka, India.",https://clueso.io,2023,"Bengaluru, Karnataka, India",Akash Anand; Neel Balar; Prajwal Prakash; 🔴 The Problem,https://www.linkedin.com/in/theakashanand/; https://www.linkedin.com/in/neelbalar7/; https://www.linkedin.com/in/prajwalprakash2000/; https://www.linkedin.com/in/theakashanand/,https://twitter.com/_akashanand; https://twitter.com/BalarNeel; ; 
SuperKalam,https://www.ycombinator.com/companies/superkalam,Winter 2023,Education,"AI-Powered Super Mentor for Test Prep. Founded in 2023 by Aseem Gupta and Vimal Singh Rathore, SuperKalam has 20 employees based in Bengaluru, Karnataka, India. SuperKalam is hiring for 9 roles in product, engineering, marketing, and design.",https://superkalam.com,2023,"Bengaluru, Karnataka, India",Vimal Singh Rathore; Aseem Gupta,https://www.linkedin.com/in/vimalsinghrathore; https://www.linkedin.com/in/-aseemgupta/,https://twitter.com/vimal8rathore; https://twitter.com/aseemgupta_
Fastgen,https://www.ycombinator.com/companies/fastgen,Winter 2023,"B2B; Engineering, Product and Design","Webflow for the Backend. Founded in 2023 by Mike Mahlkow, David Nordhausen, and Constantin Schreiber, Fastgen has 7 employees based in New York, NY, USA.",https://fastgen.com,2023,"New York, NY, USA",Mike Mahlkow; David Nordhausen; Constantin Schreiber,https://www.linkedin.com/in/mikemahlkow/; https://www.linkedin.com/in/david-nordhausen/; https://www.linkedin.com/in/constantinschreiber/,; ; https://twitter.com/constantinschr
Vendah,https://www.ycombinator.com/companies/vendah,Winter 2023,Consumer,"Vendah is building a Faire-style marketplace for LATAM’s +50M…. Founded in 2021 by Marcelo Canovas, Luis Felipe Franco, Ilana Nasser, and Pedro Pedruzzi, Vendah has 8 employees based in São Paulo, State of São Paulo, Brazil. Vendah is hiring for 1 roles in operations.",https://vendah.com.br,2021,"São Paulo, State of São Paulo, Brazil",Luis Felipe Franco; Marcelo Canovas; Ilana Nasser; Pedro Pedruzzi,https://www.linkedin.com/in/luisfelipefranco/; https://www.linkedin.com/in/marcelocanovas/; https://www.linkedin.com/in/ilana-nasser-8ba4b020/; https://www.linkedin.com/in/pedro-pedruzzi,https://twitter.com/francolfelipe; https://twitter.com/marcelo_canovas; ; 
Alaan,https://www.ycombinator.com/companies/alaan,Winter 2023,Fintech; Payments,"Modern finance platform for the Middle East. Founded in 2021 by Parthi Duraisamy and Karun Kurien, Alaan has 160 employees based in Dubai - United Arab Emirates. Alaan is hiring for 6 roles in engineering, support, and marketing.",https://www.alaan.com,2021,Dubai - United Arab Emirates,Parthi Duraisamy; Karun Kurien,https://www.linkedin.com/in/parthiduraisamy; https://www.linkedin.com/in/karun-kurien-3020504b,; 
CombineHealth,https://www.ycombinator.com/companies/combinehealth,Winter 2023,Healthcare; Healthcare IT,"Automating Healthcare Revenue Cycle Management with AI Workforce. Founded in 2022 by Sourabh Agrawal and Shikha Mohanty, CombineHealth has 15 employees based in San Francisco, CA, USA.",https://www.combinehealth.ai,2022,"San Francisco, CA, USA",Sourabh Agrawal; Shikha Mohanty,https://www.linkedin.com/in/sourabh-agrawal-62932b175/; https://www.linkedin.com/in/shikhamohanty/,; 
Odigos Technologies Inc.,https://www.ycombinator.com/companies/odigos-technologies-inc,Winter 2023,B2B; Infrastructure,"Enterprise-Grade OpenTelemetry. Founded in 2023 by Eden Federman and Ari Recht, Odigos Technologies Inc. has 16 employees based in Boston, MA, USA.",https://odigos.io,2023,"Boston, MA, USA",Ari Recht; Eden Federman,https://www.linkedin.com/in/arirecht/; https://www.linkedin.com/in/edenfed/,; https://twitter.com/edenfed
nunu.ai,https://www.ycombinator.com/companies/nunu-ai,Winter 2023,Consumer; Gaming,"Building the first multimodal agents to play and test games. Founded in 2022 by Kyrill Hux, Nicolas Muntwyler, and Jan Schnyder, nunu.ai has 5 employees based in .",https://nunu.ai,2022,,Jan Schnyder; Kyrill Hux; Nicolas Muntwyler,https://www.linkedin.com/in/jan-schnyder/; https://linkedin.com/in/khux; https://www.linkedin.com/in/nicolasmuntwyler/,https://x.com/jjschnyder; https://twitter.com/realchesta; https://twitter.com/nicolasmunty
Hona,https://www.ycombinator.com/companies/hona,Winter 2023,B2B; Legal,"Personal Injury Legal Work - Automated. Founded in 2021 by Josh Christensen and Matt McClellan, Hona has 32 employees based in Orem, UT, USA.",https://hona.com,2021,"Orem, UT, USA",Josh Christensen; Matt McClellan,https://www.linkedin.com/in/joshua-n-christensen/; https://www.linkedin.com/in/matthew-mcclellan22/,; https://mobile.twitter.com/honamatt
Radical,https://www.ycombinator.com/companies/radical,Winter 2023,Industrials; Aviation and Space,"Building persistent, high-performance infrastructure in the sky. Founded in 2022 by Cyriel Notteboom and James Thomas, Radical has 6 employees based in Seattle, WA, USA.",https://www.radicalaero.com,2022,"Seattle, WA, USA",James Thomas; Cyriel Notteboom; Ask,https://www.linkedin.com/in/james0thomas/; https://www.linkedin.com/in/cyriel-notteboom/; https://www.linkedin.com/in/james0thomas/,; ; 
Vitalize,https://www.ycombinator.com/companies/vitalize,Winter 2023,Healthcare,"Transforming how health systems optimize labor. Founded in 2023 by Sanketh Andhavarapu, Nikhil D'Souza, and Veeraj Shah, Vitalize has 28 employees based in San Francisco, CA, USA. Vitalize is hiring for 6 roles in engineering, support, operations, and design.",https://vitalize.care,2023,"San Francisco, CA, USA",Veeraj Shah; Sanketh Andhavarapu; Nikhil D'Souza,https://www.linkedin.com/in/veeraj-shah-125563125/; https://www.linkedin.com/in/sanketh-andhavarapu/; https://linkedin.com/in/nikhiljdsouza,; ; https://twitter.com/nikhiljdsouza
Noya Software,https://www.ycombinator.com/companies/noya-software,Winter 2023,"B2B; Engineering, Product and Design","Product design tool that lets everyone design like a designer. Founded in 2023 by Devin Abbott, Noya Software has 2 employees based in .",https://noya.io,2023,,Devin Abbott,https://www.linkedin.com/in/devin-abbott/,https://twitter.com/dvnabbott
Infinia,https://www.ycombinator.com/companies/infinia,Winter 2023,Fintech; Payments,"Move money programmatically. Founded in 2022 by Alejandro Rettig and Ianai Urwicz, Infinia has 12 employees based in . Infinia is hiring for 1 roles in sales.",https://www.infiniaweb.com,2022,,Ianai Urwicz; Alejandro Rettig,https://www.linkedin.com/in/ianai-urwicz-ab0b932/; https://www.linkedin.com/in/alejandrorettig,; https://twitter.com/AleRettig
Hippo Scribe,https://www.ycombinator.com/companies/hippo-scribe,Winter 2023,Healthcare,"AI assisted documentation for PT/OT/SLP. Founded in 2023 by Yansen Zhou, Hippo Scribe has 2 employees based in .",https://gethipposcribe.com,2023,,Yansen Zhou,https://www.linkedin.com/in/yansen-zhou/,https://twitter.com/yz_twitting
Koywe,https://www.ycombinator.com/companies/koywe,Winter 2023,Fintech,"Crypto On and Off Ramp for Latam. Founded in 2022 by Guillermo Acuña and Ignacio Detmer, Koywe has 7 employees based in Miami, FL, USA.",https://koywe.com,2022,"Miami, FL, USA",Ignacio Detmer; Guillermo Acuña; Koywe Infrastructure,http://linkedin.com/in/ignaciodetmer; https://www.linkedin.com/in/gjacuna/; https://www.linkedin.com/in/ignaciodetmer/,https://twitter.com/Ignaciodetmer; https://twitter.com/gjacuna; 
Finic,https://www.ycombinator.com/companies/finic,Winter 2023,Fintech,"Proactively hunt down fraud with AI. Founded in 2025 by Ayan Bandyopadhyay and Jason Fan, Finic has 4 employees based in San Francisco, CA, USA. Finic is hiring for 1 roles in engineering.",https://www.finic.ai,2025,"San Francisco, CA, USA",Jason Fan; Ayan Bandyopadhyay,https://ca.linkedin.com/in/jason-fan-b59767104; https://www.linkedin.com/in/ayan-bandyopadhyay-9a45b1103/,https://twitter.com/jfan001; https://twitter.com/ayanicband
Honeydew,https://www.ycombinator.com/companies/honeydew,Winter 2023,B2B; Analytics,"The home for shared data logic. Founded in 2022 by David Krakov, Baruch Oxman, and Liron Slonimsky-Shemy, Honeydew has 6 employees based in Tel Aviv-Yafo, Israel.",https://honeydew.ai,2022,"Tel Aviv-Yafo, Israel",David Krakov; Baruch Oxman; Liron Slonimsky-Shemy,https://www.linkedin.com/in/david-krakov/; https://www.linkedin.com/in/baruchoxman/; https://www.linkedin.com/in/liron-slonimsky-0aba3240/,https://twitter.com/davidkrakov; ; 
Sherloq,https://www.ycombinator.com/companies/sherloq,Winter 2023,B2B; Analytics,"One place for all your queries, directly on your SQL editor. Founded in 2022 by Nadav Gutman and Noy Twerski, Sherloq has 6 employees based in Tel Aviv-Yafo, Israel.",http://sherloqdata.io,2022,"Tel Aviv-Yafo, Israel",Noy Twerski; Nadav Gutman,https://www.linkedin.com/in/noy-twerski/; https://www.linkedin.com/in/nadav-gutman-213637197/,; 
Onshore,https://www.ycombinator.com/companies/onshore,Winter 2023,B2B; Finance and Accounting,"AI for corporate tax. Founded in 2022 by Dominic Vitucci, Onshore has 60 employees based in New York, NY, USA. Onshore is hiring for 6 roles in sales, engineering, product, and operations.",https://onshore.com,2022,"New York, NY, USA",Dominic Vitucci,https://www.linkedin.com/in/dominic-vitucci/,
Shortbread,https://www.ycombinator.com/companies/shortbread,Winter 2023,Consumer; Content,"Read romance comics. Founded in 2023 by Fengjiao Peng, Shortbread has 4 employees based in San Francisco, CA, USA.",https://www.shortbread.ai,2023,"San Francisco, CA, USA",Fengjiao Peng; Founders,https://www.linkedin.com/in/fengjiao-peng/; https://www.linkedin.com/in/fengjiao-peng/,; 
Pointwise,https://www.ycombinator.com/companies/pointwise,Winter 2023,Consumer,"App that tells you which credit cards to get and when. Founded in  by Ken Book and Benjamin Litvin, Pointwise has 3 employees based in .",http://www.getpointwise.com,,,Ken Book; Benjamin Litvin,https://www.linkedin.com/in/kennethbook/; https://www.linkedin.com/in/benlitvin/,; 
Hadrius,https://www.ycombinator.com/companies/hadrius,Winter 2023,Fintech; Asset Management,"Automating Securities Compliance. Founded in 2023 by Allen Calderwood, Som Mohapatra, and Thomas Stewart, Hadrius has 80 employees based in New York, NY, USA. Hadrius is hiring for 16 roles in sales, operations, marketing, engineering, design, finance, and recruiting & hr.",https://www.hadrius.com,2023,"New York, NY, USA",Thomas Stewart; Allen Calderwood; Som Mohapatra; The Problem ❌,https://www.linkedin.com/in/thomasjstewart/; https://www.linkedin.com/in/androidallen/; http://linkedin.com/in/som-mohapatra; https://www.linkedin.com/in/thomasjstewart/,; ; https://twitter.com/som_mohapatra; 
Sage AI,https://www.ycombinator.com/companies/sage-ai,Winter 2023,"B2B; Engineering, Product and Design","Your self-generating, self-maintaining code knowledge base. Founded in 2023 by Joshua Ying, Sage AI has 2 employees based in San Francisco, CA, USA.",https://sage-ai.dev,2023,"San Francisco, CA, USA",Joshua Ying,https://www.linkedin.com/in/joshua-ying-7a0032138/,
FactIQ,https://www.ycombinator.com/companies/factiq,Winter 2023,B2B; Analytics,"Data Explorer for the US Economy. Founded in 2023 by Medha Basu and Rishabh Srivastava, FactIQ has 3 employees based in Singapore.",https://factiq.com,2023,Singapore,Rishabh Srivastava; Medha Basu; Company Launches,https://linkedin.com/in/rishsriv; https://www.linkedin.com/in/medha-basu/; https://www.linkedin.com/in/medha-basu/,https://twitter.com/rishdotblog; http://twitter.com/medha_basu; http://twitter.com/rishdotblog
Boundary,https://www.ycombinator.com/companies/boundary,Winter 2023,B2B,"The programming language for AI. Founded in 2023 by Vaibhav Gupta and Aaron Villalpando Gonzalez, Boundary has 5 employees based in Seattle, WA, USA. Boundary is hiring for 1 roles in engineering.",https://www.boundaryml.com,2023,"Seattle, WA, USA",Vaibhav Gupta; Aaron Villalpando Gonzalez,https://www.linkedin.com/in/vaigup/; https://www.linkedin.com/in/aaron-villalpando-99284576/,; https://twitter.com/aaronnstuff
ClickPe,https://www.ycombinator.com/companies/clickpe,Winter 2023,Fintech; Credit and Lending,"Finance on a Click. Founded in 2022 by Saurabh Gupta and Shashwat Shrikhande, ClickPe has 2 employees based in Surat, Gujarat, India. ClickPe is hiring for 2 roles in engineering.",https://clickpe.ai,2022,"Surat, Gujarat, India",Shashwat Shrikhande; Saurabh Gupta; —,https://www.linkedin.com/in/shashwat-shrikhande; https://www.linkedin.com/in/saurabh-gupta2104; https://www.linkedin.com/in/saurabh-gupta2104/,; ; 
compliant-llm,https://www.ycombinator.com/companies/compliant-llm,Winter 2023,B2B; Security,"Detect every data leak into third-party GenAI tools. Founded in 2023 by Neha Nupoor and Kaushik Srinivasan, compliant-llm has 3 employees based in .",https://www.compliantllm.com,2023,,Neha Nupoor; Kaushik Srinivasan; Problem,https://www.linkedin.com/in/nehanupoor/; https://www.linkedin.com/in/kaushik92/; https://www.linkedin.com/in/kaushik92/,https://twitter.com/nupoor_neha; ; 
David,https://www.ycombinator.com/companies/david,Winter 2023,B2B; Infrastructure,"Build and host internal tools. Founded in 2022 by Felipe Aragão, David has 4 employees based in .",https://shipdavid.com,2022,,Felipe Aragão; The Problem; Founded:,https://linkedin.com/in/felipearp; https://www.linkedin.com/in/felipearp/; https://www.linkedin.com/in/felipearp/,https://x.com/felipap; ; https://twitter.com/fiber_dev
Variance,https://www.ycombinator.com/companies/variance,Winter 2023,B2B; Security,"AI Agents for Fraud Review and Investigations. Founded in 2022 by Michael Lin and Karine Mellata, Variance has 12 employees based in San Francisco, CA, USA. Variance is hiring for 4 roles in engineering, operations, and sales.",https://www.variance.com,2022,"San Francisco, CA, USA",Karine Mellata; Michael Lin; Problem,https://www.linkedin.com/in/karinemellata/; https://www.linkedin.com/in/michael-lin-2933a013b/; https://www.linkedin.com/in/karinemellata/,https://twitter.com/karinemellata; ; 
222,https://www.ycombinator.com/companies/222,Winter 2023,Consumer,"the AI social facilitator for offline human to human interactions. Founded in 2023 by Danial Hashemi, Keyan Kazemian, and Arman Roshannai, 222 has 16 employees based in New York, NY, USA. 222 is hiring for 1 roles in engineering.",https://222.place,2023,"New York, NY, USA",Keyan Kazemian; Danial Hashemi; Arman Roshannai,https://linkedin.com/in/kaaazemian; https://www.linkedin.com/in/danialhashemi/; https://www.linkedin.com/in/arman-roshannai/,https://twitter.com/keyankazemian; https://twitter.com/danialhashemi4; https://twitter.com/armanroshannai
Ariglad,https://www.ycombinator.com/companies/ariglad,Winter 2023,B2B; Operations,"Knowledge base maintenance on auto-pilot. Founded in  by Ali Avci and Sophie Wyne, Ariglad has 4 employees based in Vancouver, BC, Canada.",https://www.ariglad.com,,"Vancouver, BC, Canada",Sophie Wyne; Ali Avci,https://www.linkedin.com/in/sophie-wyne-0539aaa3/; https://www.linkedin.com/in/aiavci,https://twitter.com/Sophie_wyne_; 
Berilium,https://www.ycombinator.com/companies/berilium,Winter 2023,Fintech; Asset Management,"Invest in top Private Equity and Private Credit starting at $10k. Founded in 2022 by Alberto Guillen, Cedric Priscal, and Dominic Spinozzi, Berilium has 3 employees based in Los Angeles, CA, USA.",https://berilium.com,2022,"Los Angeles, CA, USA",Dominic Spinozzi; Cedric Priscal; Alberto Guillen,https://www.linkedin.com/in/dominic-spinozzi-912936117/; https://www.linkedin.com/in/cedric-priscal-83330a8/; http://www.linkedin.com/in/alberto-guillen-759035115,; ; 
Homeflow,https://www.ycombinator.com/companies/homeflow,Winter 2023,Real Estate and Construction; Housing and Real Estate,"Simplifying insurance for large real estate investors. Founded in 2022 by , Homeflow has 4 employees based in San Francisco, CA, USA.",https://www.homeflow.me,2022,"San Francisco, CA, USA",Perry Ha; Christian Green; 👋 Asks:,https://www.linkedin.com/in/perryha95/; https://www.linkedin.com/in/christianmgreen; https://www.linkedin.com/in/perryha95/,; ; 
Rainmaker,https://www.ycombinator.com/companies/rainmaker,Winter 2023,Fintech; Consumer Finance,"DeFi for Everyone. Founded in 2022 by Carlos Reyes Stoneham and Brent Traut, Rainmaker has 2 employees based in .",http://www.rainmaker.nyc,2022,,Carlos Reyes Stoneham; Brent Traut,https://www.linkedin.com/in/carlosreyes1/; https://www.linkedin.com/in/btraut/,https://twitter.com/theczarlos; https://twitter.com/btraut
IcePanel,https://www.ycombinator.com/companies/icepanel,Winter 2023,"B2B; Engineering, Product and Design","Design and explain complex software architecture. Founded in 2021 by Victor Leach and Jacob Shadbolt, IcePanel has 9 employees based in North Vancouver, BC, Canada. IcePanel is hiring for 1 roles in engineering.",https://icepanel.io,2021,"North Vancouver, BC, Canada",Jacob Shadbolt; Victor Leach; 🤬 Problem,https://www.linkedin.com/in/jacob-shadbolt-design/; https://www.linkedin.com/in/victorleach/; https://www.linkedin.com/in/victorleach/,; ; 
Storyboarder,https://www.ycombinator.com/companies/storyboarder,Winter 2023,Consumer; Content,"Tool and platform to create and sell webcomics. Founded in 2022 by Charles Forman and Joe Watkins, Storyboarder has 2 employees based in New York, NY, USA. Storyboarder is hiring for 2 roles in engineering.",https://storyboarder.com,2022,"New York, NY, USA",Charles Forman; Joe Watkins; The Ask:,https://www.linkedin.com/in/iminlikewithyou/; https://www.linkedin.com/in/joe-watkins-06925295; https://www.linkedin.com/in/iminlikewithyou/,https://twitter.com/charlesforman; ; 
1stCollab,https://www.ycombinator.com/companies/1stcollab,Winter 2023,B2B; Marketing,"Performance-Optimized Influencer Marketing at Scale. Founded in 2022 by Varun Bansal, Leon Lin, and Andrew Liu, 1stCollab has 11 employees based in San Francisco, CA, USA. 1stCollab is hiring for 1 roles in support.",https://1stcollab.com,2022,"San Francisco, CA, USA",Leon Lin; Varun Bansal; Andrew Liu,https://www.linkedin.com/in/leonqlin/; https://www.linkedin.com/in/bansalvarunb/; https://www.linkedin.com/in/zeyuliu/,; ; 
KV Cash,https://www.ycombinator.com/companies/kv-cash,Winter 2023,B2B; Infrastructure,"KV Cash, a blockchain where contracts can finally think. Founded in  by David Fiala, KV Cash has  employees based in Sunnyvale, CA, USA.",https://kv.cash,,"Sunnyvale, CA, USA",David Fiala,https://www.linkedin.com/in/davidfiala,https://twitter.com/davidjfiala
Orchid,https://www.ycombinator.com/companies/orchid,Winter 2023,Healthcare,"AI-powered EHR for independent mental health professionals. Founded in  by Joseph Pomianowski, Orchid has 4 employees based in San Francisco, CA, USA. Orchid is hiring for 2 roles in engineering.",https://orchid.health,,"San Francisco, CA, USA",,,
Overlord,https://www.ycombinator.com/companies/overlord,Winter 2023,Consumer; Home and Personal,"AI Accountability Partner. Founded in 2022 by Josh Mitchell and Eddie Raven, Overlord has 2 employees based in New York, NY, USA.",https://www.overlord.app,2022,"New York, NY, USA",Josh Mitchell; Eddie Raven,https://www.linkedin.com/in/josh-mitchell-252b2a182/; https://www.linkedin.com/in/eddie-raven-1a7b6a24b/,; 
TableFlow,https://www.ycombinator.com/companies/tableflow,Winter 2023,B2B; Operations,"AI Teammates for Data Tasks. Founded in 2022 by Eric Ciminelli and Mitch Patin, TableFlow has 2 employees based in San Francisco, CA, USA.",https://tableflow.com,2022,"San Francisco, CA, USA",Mitch Patin; Eric Ciminelli; Problem,https://www.linkedin.com/in/mitchpatin/; https://www.linkedin.com/in/ericciminelli/; https://www.linkedin.com/in/mitchpatin/,https://twitter.com/mitchpatin; ; 
Truewind,https://www.ycombinator.com/companies/truewind,Winter 2023,B2B; Finance and Accounting,"AI-Powered Accounting. Founded in 2023 by Tennison Chan and Alex Lee, Truewind has 30 employees based in San Francisco, CA, USA. Truewind is hiring for 4 roles in engineering, operations, and sales.",https://www.trytruewind.com,2023,"San Francisco, CA, USA",Alex Lee; Tennison Chan,https://www.linkedin.com/in/alexlee611/; https://www.linkedin.com/in/tennisonchan,https://twitter.com/AlexLee611; https://twitter.com/tennisonchan
BuildJet,https://www.ycombinator.com/companies/buildjet,Winter 2023,"B2B; Engineering, Product and Design","High-performance computing cloud. Founded in 2022 by Lian Duan and Adam Shiervani, BuildJet has 2 employees based in Berlin, Germany.",https://buildjet.com,2022,"Berlin, Germany",Adam Shiervani; Lian Duan,https://www.linkedin.com/in/adamshiervani/; https://www.linkedin.com/in/y2hlbwhhy2s/,https://twitter.com/adamshiervani; 
ShortLoop,https://www.ycombinator.com/companies/shortloop,Winter 2023,"B2B; Engineering, Product and Design","Phone AI that Captures Every Dealership Revenue Opportunity. Founded in 2023 by Sumit Mulchandani, Deepak Thakur, and Vishnu Vinjam, ShortLoop has 8 employees based in San Francisco, CA, USA. ShortLoop is hiring for 3 roles in support and engineering.",https://shortloop.dev,2023,"San Francisco, CA, USA",Vishnu Vinjam; Sumit Mulchandani; Deepak Thakur,https://www.linkedin.com/in/vishnuvinjam/; https://www.linkedin.com/in/sumit-mulchandani/; https://www.linkedin.com/in/thakur-deepak,https://twitter.com/vishnuvinjam; https://twitter.com/Sumitb_mdi; 
Wild Moose,https://www.ycombinator.com/companies/wild-moose,Winter 2023,"B2B; Engineering, Product and Design","Automating root cause analysis with generative AI. Founded in 2023 by Yasmin Dunsky, Roei Schuster, and Tom Tytunovich, Wild Moose has 3 employees based in New York, NY, USA.",https://wildmoose.ai,2023,"New York, NY, USA",Yasmin Dunsky; Roei Schuster,https://www.linkedin.com/in/yasmin-dunsky-519a4ab2/; https://www.linkedin.com/in/roei-schuster-0ba818aa/,; https://twitter.com/RoeiSchuster
Velos,https://www.ycombinator.com/companies/velos,Winter 2023,B2B; Operations,"Platform to automate manual back-office work. Founded in 2023 by Oscar A. Martinez, Velos has 3 employees based in San Francisco, CA, USA.",https://www.tryvelos.com,2023,"San Francisco, CA, USA",,,
Inkeep,https://www.ycombinator.com/companies/inkeep,Winter 2023,"B2B; Engineering, Product and Design","Build AI Agent teammates and automations in code or no-code. Founded in 2023 by Nick Gomez and Robert Tran, Inkeep has 17 employees based in San Francisco, CA, USA.",https://inkeep.com,2023,"San Francisco, CA, USA",Nick Gomez; Robert Tran,https://www.linkedin.com/in/edwinngomez; https://www.linkedin.com/in/robert-tran-profile,https://twitter.com/nickgomez; https://twitter.com/robert_inkeep
Plutis:,https://www.ycombinator.com/companies/plutis,Winter 2023,B2B,". Founded in 2022 by Kamil Ali and Asim Hirji, Plutis has 2 employees based in San Francisco, CA, USA.",https://plutis.io,2022,"San Francisco, CA, USA",Kamil Ali; Asim Hirji,https://linkedin.com/in/kamilmali; https://www.linkedin.com/in/asim-hirji-8517a214b/,https://twitter.com/kamil_m_ali; 
RUUF,https://www.ycombinator.com/companies/ruuf,Winter 2023,Consumer,"Managed marketplace for solar in Latam. Founded in 2022 by Tomás Campos, Domingo Garcia-Huidobro, and Pedro Saratscheff, RUUF has 23 employees based in Santiago, Santiago Metropolitan Region, Chile.",https://www.ruuf.cl,2022,"Santiago, Santiago Metropolitan Region, Chile",Domingo Garcia-Huidobro; Tomás Campos; Pedro Saratscheff,https://www.linkedin.com/in/domingo-garc%C3%ADa-huidobro-659044a9/; https://www.linkedin.com/in/tomascamposl/; https://linkedin.com/in/saratscheff/,; ; 
Propexo,https://www.ycombinator.com/companies/propexo,Winter 2023,B2B,"Plaid for Commercial Real Estate. Founded in 2022 by Nick Johnson, Ben Keller, and Remen Okoruwa, Propexo has 6 employees based in Boston, MA, USA.",https://propexo.com,2022,"Boston, MA, USA",Nick Johnson; Ben Keller,https://www.linkedin.com/in/nickolasjohnson/; https://www.linkedin.com/in/ben-keller-24309644/,; 
Iliad,https://www.ycombinator.com/companies/iliad,Winter 2023,B2B,"AI-accelerated procedural material and texture tools. Founded in 2022 by Matthew Turnshek, Iliad has 1 employees based in Pittsburgh, PA, USA.",https://iliad.ai,2022,"Pittsburgh, PA, USA",Matthew Turnshek,https://www.linkedin.com/in/matthew-turnshek-4bb618174/,
Relace,https://www.ycombinator.com/companies/relace,Winter 2023,"B2B; Engineering, Product and Design","Models and infra for coding agents. Founded in 2022 by Eitan Borgnia and Preston Zhou, Relace has 7 employees based in . Relace is hiring for 2 roles in science and marketing.",https://relace.ai,2022,,Eitan Borgnia,https://www.linkedin.com/in/eitan-borgnia/,
Floworks,https://www.ycombinator.com/companies/floworks,Winter 2023,B2B; Sales,"Hire the best AI Sales employees | AI SDR | AI RevOps | AI EA. Founded in 2022 by Sudipta Biswas and Sarthak Shrivastava, Floworks has 20 employees based in San Francisco, CA, USA.",https://floworks.ai,2022,"San Francisco, CA, USA",Sarthak Shrivastava; Sudipta Biswas,https://www.linkedin.com/in/sarthak-shrivastava/; https://www.linkedin.com/in/sudipta-biswas/,https://twitter.com/sarthaks92; 
