Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
Spark,https://www.ycombinator.com/companies/spark,Winter 2024,B2B,"AI-powered workflows for energy infrastructure. Founded in 2023 by Anuj Saigal and Julia Wu, Spark has 5 employees based in . Spark is hiring for 2 roles in engineering and operations.",https://www.sparkhq.ai,2023,,Julia Wu; Anuj Saigal; Rapid Permit Matrix 📄,https://linkedin.com/in/wu-julia; https://www.linkedin.com/in/anujsaigal/; https://www.linkedin.com/in/wu-julia/,https://twitter.com/thejuliawu; https://twitter.com/anujsaigal; 
Downlink,https://www.ycombinator.com/companies/downlink,Winter 2024,B2B; Infrastructure,"Make your LLMs 3x faster. Founded in 2024 by , Downlink has 1 employees based in San Francisco, CA, USA.",https://downlink.dev,2024,"San Francisco, CA, USA",TJ Murphy,https://linkedin.com/in/tjmurphy,https://twitter.com/teej_m
Terrakotta,https://www.ycombinator.com/companies/terrakotta,Winter 2024,B2B; Sales,"AI platform for phone-first sellers. Founded in 2023 by Kusiima Boswell, Vincent Wilson, and Gabriel Wilson, Terrakotta has 5 employees based in Shoreline, WA, USA. Terrakotta is hiring for 5 roles in engineering, sales, and marketing.",https://www.terrakotta.ai,2023,"Shoreline, WA, USA",Vincent Wilson; Kusiima Boswell; Gabriel Wilson; Problem,https://linkedin.com/in/vincent-wilson-5105141b7; https://www.linkedin.com/in/kusiimaboswell/; https://linkedin.com/in/gabriel-wilson-2b480914b; https://linkedin.com/in/vincent-wilson-5105141b7,; https://x.com/kusiimaboswell; ; 
Stacksync,https://www.ycombinator.com/companies/stacksync,Winter 2024,"B2B; Engineering, Product and Design","Real-time and two-way sync between CRMs and Databases. Founded in 2022 by Ruben Burdin and Alexis Favre, Stacksync has 16 employees based in San Francisco, CA, USA. Stacksync is hiring for 3 roles in engineering, design, and sales.",https://www.stacksync.com,2022,"San Francisco, CA, USA",Ruben Burdin; Alexis Favre,https://linkedin.com/in/ruben-burdin; https://linkedin.com/in/alexis-favre-epfl,https://twitter.com/BurdinRuben; 
Hatchet,https://www.ycombinator.com/companies/hatchet-run,Winter 2024,B2B; Infrastructure,"Background task orchestration and visibility. Founded in 2023 by Alexander Belanger and Gabe Ruttner, Hatchet has 7 employees based in New York, NY, USA. Hatchet is hiring for 1 roles in engineering.",https://hatchet.run,2023,"New York, NY, USA",Alexander Belanger; Gabe Ruttner; Company Launches,https://linkedin.com/in/alexander-belanger-aa3974135; https://linkedin.com/in/gruttner; https://linkedin.com/in/alexander-belanger-aa3974135,; ; 
Shepherd,https://www.ycombinator.com/companies/shepherd-2,Winter 2024,Education,"Every student's personalized learning assistant. Founded in 2023 by Marcella Imoisili, Moyosoreoluwa Orekoya, and Kehinde Williams, Shepherd has 5 employees based in .",https://www.shepherd.study,2023,,Moyosoreoluwa Orekoya; Marcella Imoisili; Kehinde Williams,https://linkedin.com/in/moyo-orekoya; https://linkedin.com/in/imarcella; https://linkedin.com/in/kehinde-williams,https://twitter.com/MoyoOrekoya; ; 
Sonauto,https://www.ycombinator.com/companies/sonauto,Winter 2024,Consumer; Content,"Create hit songs with AI. Founded in 2023 by Hayden Housen and Ryan Tremblay, Sonauto has 4 employees based in . Sonauto is hiring for 2 roles in engineering.",https://sonauto.ai,2023,,Ryan Tremblay; Hayden Housen; Team,https://linkedin.com/in/ryan-tremblay-62429a86; https://linkedin.com/in/hhousen; https://www.linkedin.com/in/ryan-tremblay-62429a86/,https://twitter.com/zaptrem; ; 
Velorum Therapeutics,https://www.ycombinator.com/companies/velorum-therapeutics,Winter 2024,Healthcare; Therapeutics,"Breakthrough medicines unlocking the biology of heme. Founded in 2023 by Parsa Modareszadeh and Pouya Modareszadeh, Velorum Therapeutics has 5 employees based in San Francisco, CA, USA.",,2023,"San Francisco, CA, USA",Pouya Modareszadeh; Parsa Modareszadeh; ABOUT VELORUM,https://linkedin.com/in/pouya-modareszadeh; https://linkedin.com/in/parsa-modareszadeh; https://linkedin.com/in/parsa-modareszadeh,https://twitter.com/pouyamodares; https://twitter.com/parsamodares; https://www.velorumtx.com/
Zep AI,https://www.ycombinator.com/companies/zep-ai,Winter 2024,B2B,"Agent Context Is Hard. We Fixed It. Founded in 2023 by Daniel Chalef, Zep AI has 5 employees based in San Francisco, CA, USA. Zep AI is hiring for 3 roles in engineering, sales, and marketing.",https://www.getzep.com,2023,"San Francisco, CA, USA",Daniel Chalef,https://linkedin.com/in/danielchalef,https://twitter.com/danielchalef
Openmart,https://www.ycombinator.com/companies/openmart,Winter 2024,B2B,"Local business data intelligence platform. Founded in 2023 by Richard He and Kathryn Wu, Openmart has 6 employees based in Foster City, CA, USA. Openmart is hiring for 6 roles in marketing, engineering, operations, and sales.",https://www.openmart.com,2023,"Foster City, CA, USA",Richard He; Kathryn Wu,https://linkedin.com/in/yuchenghe; https://linkedin.com/in/kathrynwoohoo,https://twitter.com/realrichomie; https://twitter.com/Kathrynwu088
Triply,https://www.ycombinator.com/companies/triply,Winter 2024,B2B; Operations,"Operating system for travel businesses in Africa with embedded finance. Founded in 2021 by Collins Muthinja and Peter Wachira, Triply has 18 employees based in Nairobi, Kenya.",https://business.triply.co,2021,"Nairobi, Kenya",Peter Wachira; Collins Muthinja; —,https://linkedin.com/in/peter-wachira-tripitaca; https://linkedin.com/in/collins-muthinja-trippi; https://www.linkedin.com/in/peter-wachira-trippi/,; ; 
Deep24,https://www.ycombinator.com/companies/deep24,Winter 2024,Education,"AI coach for your entire life. Founded in 2024 by Oliver Zou, Deep24 has 2 employees based in . Deep24 is hiring for 9 roles in design, engineering, sales, and product.",https://deep24.com,2024,,Oliver Zou,https://linkedin.com/in/oliver-zou,
Alai,https://www.ycombinator.com/companies/alai,Winter 2024,B2B,"Create high quality presentations quickly using AI. Founded in 2023 by Krishna Gupta and Anmol Sood, Alai has 5 employees based in .",https://getalai.com,2023,,Anmol Sood; Krishna Gupta,https://linkedin.com/in/anmolsood; https://linkedin.com/in/krishnagupta21,https://twitter.com/anmolsood21; 
Lumetric,https://www.ycombinator.com/companies/lumetric,Winter 2024,B2B,"The AI Analyst For Deal Teams. Founded in 2024 by Ross Cefalu and Davis Palmie, Lumetric has 2 employees based in San Francisco, CA, USA.",https://www.lumetric.ai,2024,"San Francisco, CA, USA",Ross Cefalu; Davis Palmie; Example,https://linkedin.com/in/rcefalu; https://linkedin.com/in/davispalmie; https://linkedin.com/in/davispalmie,https://twitter.com/rcefalu10; https://twitter.com/davispalmie; 
Brainbase Labs,https://www.ycombinator.com/companies/brainbase-labs,Winter 2024,B2B,"The AI Labor Company. Founded in 2024 by Gokhan Egri, Brainbase Labs has 5 employees based in San Francisco, CA, USA. Brainbase Labs is hiring for 2 roles in marketing and engineering.",https://brainbaselabs.com,2024,"San Francisco, CA, USA",Gokhan Egri; TLDR,https://linkedin.com/in/gokhan-egri; https://www.linkedin.com/in/gokhan-egri/,https://twitter.com/gokhan_egri; 
Focal,https://www.ycombinator.com/companies/focal,Winter 2024,Consumer; Content,"AI video creation tool for TV shows and movies. Founded in 2023 by Robert Cunningham and Felix Wang, Focal has 2 employees based in San Francisco, CA, USA.",https://focalml.com,2023,"San Francisco, CA, USA",Robert Cunningham; Felix Wang; 🎥 Focal,https://linkedin.com/in/robert-cunningham-38b43a129; https://linkedin.com/in/felixwang9817; https://linkedin.com/in/robert-cunningham-38b43a129,https://twitter.com/robertvc_; https://twitter.com/felixwang21; https://twitter.com/focalml
Givefront,https://www.ycombinator.com/companies/givefront,Winter 2024,Fintech; Banking and Exchange,"Nonprofit Financial Management. Founded in 2023 by Matt Tengtrakool, Givefront has 4 employees based in .",https://givefront.com,2023,,Matt Tengtrakool; How We Help,https://linkedin.com/in/matt-tengtrakool; https://www.linkedin.com/in/matt-tengtrakool,https://twitter.com/MattTtkool; 
Cleva,https://www.ycombinator.com/companies/cleva,Winter 2024,Fintech,"USD banking platform for Africa. Founded in 2023 by Philip Abel and Tolu Alabi, Cleva has 30 employees based in Lagos, Nigeria.",https://www.getcleva.com,2023,"Lagos, Nigeria",Tolu Alabi; Philip Abel; The Problem,https://linkedin.com/in/tolu-alabi-08697525; https://linkedin.com/in/abelphilip; https://linkedin.com/in/tolu-alabi-08697525,https://twitter.com/tolu_tols1; ; 
Oma Care,https://www.ycombinator.com/companies/oma-care,Winter 2024,Healthcare; Healthcare Services,"Get paid for taking care of your parents. . Founded in 2024 by Arianna Galbraith and James Galbraith, Oma Care has 2 employees based in .",https://www.omacare.com,2024,,Arianna Galbraith; James Galbraith; 👨‍👩‍👧‍👦 Backstory:,https://linkedin.com/in/arianna-galbraith; https://linkedin.com/in/james-galbraith; https://www.linkedin.com/in/arianna-galbraith/,https://twitter.com/Arigalbraith; ; 
Artos,https://www.ycombinator.com/companies/artos,Winter 2024,B2B,"Authoring documents for life sciences in minutes, not months. Founded in 2023 by Josh Kim and Varun Patel, Artos has 7 employees based in . Artos is hiring for 5 roles in product and engineering.",https://www.artosai.com,2023,,Josh Kim; Varun Patel; Company Launches,https://linkedin.com/in/joshua-kim-57239519b; https://linkedin.com/in/varun-patel-091715156; https://linkedin.com/in/varun-patel-091715156,; ; 
Model ML,https://www.ycombinator.com/companies/model-ml,Winter 2024,B2B,"AI Workspace for Financial Services. Founded in 2023 by Chaz Englander and Arnie Englander, Model ML has 80 employees based in London, UK. Model ML is hiring for 19 roles in engineering, product, sales, operations, recruiting & hr, marketing, design, finance, and legal.",https://www.modelml.com,2023,"London, UK",Arnie Englander; Chaz Englander,https://linkedin.com/in/arnie-englander; https://www.linkedin.com/in/chazenglander,; 
BetterBasket,https://www.ycombinator.com/companies/betterbasket,Winter 2024,B2B; Analytics,"Smart grocery pricing with AI. Founded in 2023 by Vagelis Viskadouros and Leon Zhang, BetterBasket has 5 employees based in San Francisco, CA, USA. BetterBasket is hiring for 1 roles in engineering.",http://www.betterbasket.com,2023,"San Francisco, CA, USA",Leon Zhang; Vagelis Viskadouros,https://linkedin.com/in/leon-zhang-850772b3; https://linkedin.com/in/viskadouros,; 
Circleback,https://www.ycombinator.com/companies/circleback,Winter 2024,B2B; Productivity,"AI-powered meeting notes and automations. Founded in 2023 by Ali Haghani and Kevin Jacyna, Circleback has 8 employees based in . Circleback is hiring for 5 roles in engineering and marketing.",https://circleback.ai,2023,,Ali Haghani; Kevin Jacyna; —,https://linkedin.com/in/alihaghani; https://linkedin.com/in/kevinjacyna; https://linkedin.com/in/alihaghani,https://twitter.com/iAligator; https://twitter.com/kevinjacyna; 
JustAI,https://www.ycombinator.com/companies/justai,Winter 2024,B2B; Marketing,"Agentic Marketing Platform. Founded in 2024 by Neha Mittal, JustAI has 4 employees based in San Francisco, CA, USA. JustAI is hiring for 10 roles in marketing, engineering, product, operations, and sales.",https://getjust.ai,2024,"San Francisco, CA, USA",Neha Mittal,https://linkedin.com/in/neha01mittal,https://twitter.com/neha01mittal
Risotto,https://www.ycombinator.com/companies/risotto,Winter 2024,B2B; Operations,"Risotto auto-solves IT support requests using AI. Founded in 2023 by Alex Confer, Chris Paul, and Aron Solberg, Risotto has 3 employees based in San Francisco, CA, USA.",https://tryrisotto.com,2023,"San Francisco, CA, USA",Aron Solberg; Alex Confer; Chris Paul; ❌ The Problem,https://linkedin.com/in/aronsolberg; https://linkedin.com/in/aconfer; https://linkedin.com/in/cmpaul/; https://www.linkedin.com/in/aronsolberg/,; https://twitter.com/aconfer; ; 
Diana,https://www.ycombinator.com/companies/diana,Winter 2024,B2B,"Give Your Employee An Employee. Founded in 2023 by Upeka Bee and Dilan Dane, Diana has 7 employees based in . Diana is hiring for 2 roles in support and operations.",https://getdiana.com,2023,,Upeka Bee,https://www.linkedin.com/in/upeka/,https://twitter.com/upekabee
HeartByte,https://www.ycombinator.com/companies/heartbyte,Winter 2024,Consumer; Content,"GenAI Interactive story. Creator write fictions 10x faster. Founded in 2023 by Xinyue Liang and Rachel Wang, HeartByte has 2 employees based in San Francisco, CA, USA.",https://www.storioai.com,2023,"San Francisco, CA, USA",Rachel Wang; 😮‍💨 The Problem,https://www.linkedin.com/in/rachelshuyanwang; https://www.linkedin.com/in/rachelshuyanwang,; 
Yondu,https://www.ycombinator.com/companies/yondu,Winter 2024,Industrials; Manufacturing and Robotics,"Robots to Automate Fulfillment. Founded in 2024 by Michael Chen and Tahmid Jamal, Yondu has 12 employees based in Los Angeles, CA, USA. Yondu is hiring for 7 roles in engineering and sales.",https://yondu.ai,2024,"Los Angeles, CA, USA",Michael Chen; Tahmid Jamal,https://linkedin.com/in/michael-chen-17464a1b1; https://linkedin.com/in/74hm1d,https://twitter.com/chenouttaten; https://twitter.com/74hm1d
Raindrop,https://www.ycombinator.com/companies/raindrop,Winter 2024,"B2B; Engineering, Product and Design","Sentry for AI Agents. Founded in 2023 by Alexis Gauba, Ben Hylak, and Zubin Koticha, Raindrop has 9 employees based in San Francisco, CA, USA. Raindrop is hiring for 6 roles in recruiting & hr and engineering.",https://www.raindrop.ai,2023,"San Francisco, CA, USA",Zubin Koticha; Alexis Gauba; Ben Hylak,https://linkedin.com/in/zkoticha; https://linkedin.com/in/alexisgauba; https://linkedin.com/in/benhylak,https://twitter.com/snarkyzk; https://twitter.com/AlexisGauba; https://twitter.com/benhylak
floatingpoint,https://www.ycombinator.com/companies/floatingpoint,Winter 2024,B2B,"Post-training data to teach models document work. Founded in 2025 by Mehul Chadda, Ishaan Kapoor, and Akhilesh Sharma, floatingpoint has  employees based in San Francisco, CA, USA.",https://floatingpoint.ai,2025,"San Francisco, CA, USA",Mehul Chadda; Ishaan Kapoor; Akhilesh Sharma,https://www.linkedin.com/in/mehul-chadda-9157472a9/; https://linkedin.com/in/ishaan-kapoor99; https://linkedin.com/in/akhilesh-sharma-82151b1a5,https://twitter.com/bada_aaya; https://twitter.com/Ishaank1999; https://twitter.com/notakhilesh99
Centauri AI,https://www.ycombinator.com/companies/centauri-ai,Winter 2024,Fintech; Asset Management,"The Modern ETL and Data Science Platform for Finance. Founded in 2023 by He Lu, Milan Shen, and James Wu, Centauri AI has 5 employees based in .",https://centauri-ai.tech,2023,,He Lu; Milan Shen; James Wu; 🔥 The Problem,https://linkedin.com/in/he-lu-63666852; https://linkedin.com/in/milan-shen-860b5062; https://linkedin.com/in/jameswu1991; https://www.linkedin.com/in/he-lu-63666852/,; ; ; 
ProSights,https://www.ycombinator.com/companies/prosights,Winter 2024,B2B; Productivity,"ProSights is an AI-native data extraction tool for financial…. Founded in 2023 by Aaron Guo and Justin Wu, ProSights has 14 employees based in New York, NY, USA. ProSights is hiring for 3 roles in engineering and sales.",https://prosights.co,2023,"New York, NY, USA",Justin Wu; Aaron Guo,https://linkedin.com/in/justinwuokc; https://linkedin.com/in/guoaaron,https://twitter.com/jw00zy; 
Manifold Freight,https://www.ycombinator.com/companies/manifold-freight,Winter 2024,B2B; Supply Chain and Logistics,"Aggregating Spot Freight Opportunities for Carriers. Founded in 2024 by Andrew Huff and Oliver Jones, Manifold Freight has 5 employees based in Seattle, WA, USA.",https://www.manifoldfreight.com,2024,"Seattle, WA, USA",Oliver Jones; Andrew Huff; The Manifold Solution,https://linkedin.com/in/oliver-jones-936a0a58; https://linkedin.com/in/andrew-huff-222b2a21; https://linkedin.com/in/oliver-jones-936a0a58,; ; 
EdgeTrace,https://www.ycombinator.com/companies/edgetrace,Winter 2024,B2B,"Describe It. Find It. Act On It. Founded in 2024 by Kyle Orciuch, EdgeTrace has 4 employees based in .",https://edgetrace.ai,2024,,Kyle Orciuch,https://linkedin.com/in/kyleorciuch,https://twitter.com/kyleorciuch
Clarum,https://www.ycombinator.com/companies/clarum,Winter 2024,B2B; Finance and Accounting,"AI agents for private market diligence, monitoring, and reporting. Founded in 2023 by Anton Otaner, Clarum has 2 employees based in San Francisco, CA, USA.",https://clarum.ai,2023,"San Francisco, CA, USA",Anton Otaner; ❌ The Problem,https://linkedin.com/in/antonotaner; https://www.linkedin.com/in/antonotaner/,https://twitter.com/antonotaner; 
Opencall.ai,https://www.ycombinator.com/companies/opencall-ai,Winter 2024,B2B,"AI Workforce for Services Businesses. Founded in 2022 by Eric Mei, Oliver Silverstein, and Arthur Silverstein, Opencall.ai has 9 employees based in . Opencall.ai is hiring for 3 roles in engineering and sales.",https://opencall.ai,2022,,Oliver Silverstein; Eric Mei; Arthur Silverstein; Asks:,https://linkedin.com/in/oliver-silverstein-42949515b; https://linkedin.com/in/eric-mei; https://www.linkedin.com/in/arthur-silverstein/; https://www.linkedin.com/in/nicholas-lee-93779a173/,; ; ; 
Voicepanel,https://www.ycombinator.com/companies/voicepanel,Winter 2024,B2B; Analytics,"AI agents for customer research. Founded in 2023 by John Provine and Asa Schachar, Voicepanel has 5 employees based in .",https://voicepanel.com,2023,,Asa Schachar; John Provine; Previous Launches,https://linkedin.com/in/asaschachar; https://linkedin.com/in/john-provine; https://linkedin.com/in/john-provine,https://twitter.com/asametrical; ; 
OffDeal,https://www.ycombinator.com/companies/offdeal,Winter 2024,B2B,"AI-native investment bank for small businesses. Founded in 2023 by Ori Eldarov and Alston Lin, OffDeal has 15 employees based in New York, NY, USA. OffDeal is hiring for 2 roles in engineering.",https://offdeal.io,2023,"New York, NY, USA",Ori Eldarov; Alston Lin; 🤝🏻Team,https://linkedin.com/in/eldarov; https://linkedin.com/in/alstonlin; https://www.linkedin.com/in/eldarov/,https://twitter.com/leveredvlad; https://x.com/alstonthelin; 
Andy AI,https://www.ycombinator.com/companies/andy-ai,Winter 2024,Healthcare; Healthcare IT,"Faster clinical documentation for home health nurses. Founded in 2023 by Tiantian Zha, Andy AI has 5 employees based in 380 Alabama St, San Francisco, CA 94110, USA. Andy AI is hiring for 2 roles in engineering.",https://with-andy.com,2023,"380 Alabama St, San Francisco, CA 94110, USA",Tiantian Zha; Meet Team Andy,https://linkedin.com/in/tiantianzha; https://linkedin.com/in/tiantianzha,; 
Hazel,https://www.ycombinator.com/companies/hazel-2,Winter 2024,Government,"AI-enabled procurement for government. Founded in 2024 by August Chen and Elton Lossner, Hazel has 5 employees based in New York, NY, USA.",https://hazelai.com,2024,"New York, NY, USA",August Chen; Elton Lossner,https://linkedin.com/in/augustschen; https://linkedin.com/in/eltonlossner,; 
Shiboleth,https://www.ycombinator.com/companies/shiboleth,Winter 2024,B2B; Security,"Shiboleth automates lending compliance for financial institutions…. Founded in 2023 by Bivu Dhungana and Esty Scheiner, Shiboleth has 5 employees based in . Shiboleth is hiring for 1 roles in engineering.",https://www.shiboleth.ai,2023,,Esty Scheiner; Bivu Dhungana; —,https://linkedin.com/in/esty-scheiner-9ab3a9142; https://linkedin.com/in/bivu-dhungana; https://www.linkedin.com/in/esty-scheiner-cissp-oscp-9ab3a9142/,https://twitter.com/scheiner_esty; ; https://x.com/garrytan/status/1751066532480987434?s=20
Aftercare,https://www.ycombinator.com/companies/aftercare,Winter 2024,B2B,"Conversational AI surveys with intelligent follow-up questions. Founded in 2024 by Aidan Lee, Justin May, and Anand Nanduri, Aftercare has 3 employees based in San Francisco, CA, USA.",https://getaftercare.com,2024,"San Francisco, CA, USA",Aidan Lee; Justin May; Anand Nanduri; 🧐 Problem,https://linkedin.com/in/aidan-cj-lee; https://linkedin.com/in/justinseanmay; https://linkedin.com/in/anand-nanduri; https://www.linkedin.com/in/anand-nanduri/,; ; ; 
Soundry AI,https://www.ycombinator.com/companies/soundry-ai,Winter 2024,Consumer; Content,"Remix any song into any style. Founded in 2023 by Mark Buckler and Justin Parus, Soundry AI has 2 employees based in Seattle, WA, USA.",https://soundry.ai,2023,"Seattle, WA, USA",Mark Buckler; Justin Parus; 🦸‍♂️ The Team,https://linkedin.com/in/markbuckler; https://linkedin.com/in/justinparus; https://www.linkedin.com/in/markbuckler/,; ; 
Elodin,https://www.ycombinator.com/companies/elodin,Winter 2024,Industrials; Aviation and Space,"Unified flight software and hardware for the mission of tomorrow. Founded in 2023 by Daniel Driscoll, Tom Gurka, Akhil Velagapudi, and Sascha Wise, Elodin has 5 employees based in San Francisco, CA, USA.",https://elodin.systems,2023,"San Francisco, CA, USA",Daniel Driscoll; Tom Gurka; Akhil Velagapudi; Sascha Wise; Problem,https://linkedin.com/in/x46085; https://linkedin.com/in/tomgurka; https://www.linkedin.com/in/akhil-velagapudi/; https://linkedin.com/in/sascha-wise; https://linkedin.com/in/x46085,; ; ; ; 
Conduit,https://www.ycombinator.com/companies/conduit-ai,Winter 2024,B2B,"Conversational AI agents for Customer Service. Founded in 2024 by Punn Kam and Cole Rubin, Conduit has 18 employees based in San Francisco, CA, USA. Conduit is hiring for 6 roles in engineering, sales, and operations.",https://conduit.ai,2024,"San Francisco, CA, USA",Cole Rubin; Punn Kam,https://linkedin.com/in/colerubin; https://linkedin.com/in/punnkam,; https://x.com/0xpunnk
Tensorfuse,https://www.ycombinator.com/companies/tensorfuse,Winter 2024,"B2B; Engineering, Product and Design","Run serverless GPUs on your own cloud. Founded in 2023 by Agam Jain and Samagra Sharma, Tensorfuse has 2 employees based in . Tensorfuse is hiring for 1 roles in engineering.",https://www.tensorfuse.io,2023,,Samagra Sharma; Agam Jain; Problem,https://linkedin.com/in/samagra-sharma-4476bb135; https://linkedin.com/in/agam-jn; https://linkedin.com/in/agam-jn,https://twitter.com/samagra_sharma; https://twitter.com/agam_jn; https://twitter.com/tensorfuse
Toma,https://www.ycombinator.com/companies/toma,Winter 2024,B2B; Operations,"AI for Underserved Industries. Founded in 2024 by Anthony Krivonos and Monik Pamecha, Toma has 20 employees based in San Francisco, CA, USA. Toma is hiring for 1 roles in engineering.",http://www.toma.com,2024,"San Francisco, CA, USA",Monik Pamecha; Anthony Krivonos; The Results Are Wild,https://linkedin.com/in/monikp; https://linkedin.com/in/anthonykrivonos; https://www.linkedin.com/in/monikp/,https://twitter.com/monikkinom; https://twitter.com/blandthony; 
Carma,https://www.ycombinator.com/companies/carma,Winter 2024,B2B; Operations,"The AI Operating System For Modern Fleets. Founded in 2024 by Muhammad Alasgarli and Suleyman Alasgarli, Carma has 15 employees based in San Francisco, CA, USA. Carma is hiring for 2 roles in engineering.",https://www.joincarma.com,2024,"San Francisco, CA, USA",Muhammad Alasgarli; Suleyman Alasgarli,https://linkedin.com/in/muhammadalasgarli; https://www.linkedin.com/in/salasgarli/,https://twitter.com/ceocarma; 
Preloop,https://www.ycombinator.com/companies/preloop,Winter 2024,"B2B; Engineering, Product and Design","Translate your experimental scripts into production ML services. Founded in 2023 by Tejas Hosangadi, Preloop has 2 employees based in .",https://www.preloop.com,2023,,Tejas Hosangadi; —,https://linkedin.com/in/tejashosangadi; https://linkedin.com/in/tejashosangadi,https://www.twitter.com/tejastmh; 
Superagent,https://www.ycombinator.com/companies/superagent,Winter 2024,B2B; Security,"Red teaming for AI agents. Founded in 2024 by Ismail Pelaseyed and Alan Zabihi, Superagent has 2 employees based in 800 Indiana St, San Francisco, CA 94107, USA.",https://superagent.sh,2024,"800 Indiana St, San Francisco, CA 94107, USA",Alan Zabihi; Ismail Pelaseyed,https://linkedin.com/in/alanzabihi; http://se.linkedin.com/in/pelaseyed/en,https://twitter.com/alanzabihi; https://twitter.com/pelaseyed
Bilanc,https://www.ycombinator.com/companies/bilanc,Winter 2024,"B2B; Engineering, Product and Design","AI-Powered Engineering Productivity. Founded in 2023 by Samuel Akinwunmi, Bilanc has 3 employees based in . Bilanc is hiring for 1 roles in sales.",https://www.bilanc.co,2023,,Samuel Akinwunmi; The Problem,https://linkedin.com/in/0x-s13i; https://www.linkedin.com/in/0x-s13i/,https://twitter.com/SamAkinwunmi; 
SevnAI,https://www.ycombinator.com/companies/sevnai,Winter 2024,Consumer,"AI Gaming. Founded in 2024 by Jean Kaddour and Srijan Patel, SevnAI has 2 employees based in 2261 Market St #5744, San Francisco, CA 94114, USA.",https://sevn.ai,2024,"2261 Market St #5744, San Francisco, CA 94114, USA",Jean Kaddour; Srijan Patel,https://linkedin.com/in/jean-kaddour-344837267; https://linkedin.com/in/srijanpatel,https://twitter.com/jeankaddour; https://twitter.com/srijanyaham
Astro Mechanica,https://www.ycombinator.com/companies/astro-mechanica,Winter 2024,Industrials; Aviation and Space,"Supersonics for the new Jet Age. Founded in 2021 by Ian Brooke, Astro Mechanica has 52 employees based in San Francisco, CA, USA. Astro Mechanica is hiring for 2 roles in operations and engineering.",https://astromecha.co,2021,"San Francisco, CA, USA",Ian Brooke,https://linkedin.com/in/ian-brooke-b7496325,https://twitter.com/k2pilot
CodeAnt AI,https://www.ycombinator.com/companies/codeant-ai,Winter 2024,"B2B; Engineering, Product and Design","AI Code Health Platform. Founded in 2023 by Chinmay Bharti and Amartya Jha, CodeAnt AI has 10 employees based in San Francisco, CA, USA. CodeAnt AI is hiring for 2 roles in sales.",https://codeant.ai,2023,"San Francisco, CA, USA",Amartya Jha; Chinmay Bharti,https://linkedin.com/in/amartya-jha; https://linkedin.com/in/chinmay-bharti,; https://twitter.com/chhinna00
Draftaid,https://www.ycombinator.com/companies/draftaid,Winter 2024,"B2B; Engineering, Product and Design","Go from 3D models to CAD drawings using AI. Founded in 2023 by Mohammed Al-arnawoot, Abdullah Elqabbany, and Tahsin Rahman, Draftaid has 14 employees based in Toronto, ON, Canada. Draftaid is hiring for 2 roles in engineering.",https://draftaid.io,2023,"Toronto, ON, Canada",Mohammed Al-arnawoot; Abdullah Elqabbany; Tahsin Rahman; TLDR,https://linkedin.com/in/mohammed-al-arnawoot-6a102a66; https://linkedin.com/in/abdullah-elqabbany-8160551a8; https://linkedin.com/in/muhammed-tahsin-rahman; https://www.linkedin.com/in/mohammed-al-arnawoot/,; ; ; 
Metofico,https://www.ycombinator.com/companies/metofico,Winter 2024,"B2B; Engineering, Product and Design","No Code Data Analysis for Life Science Research. Founded in 2021 by Mehdi Boudjadja and Salah Boudjadja, Metofico has 2 employees based in London, UK.",https://metofico.com,2021,"London, UK",Mehdi Boudjadja; Salah Boudjadja; Demo:,https://linkedin.com/in/mehdi-boutagouga-boudjadja-ph-d-553003138; https://fr.linkedin.com/in/salah-boudjadja-42a05a19b; https://www.linkedin.com/in/salah-boudjadja-42a05a19b/,; ; 
Ellipsis,https://www.ycombinator.com/companies/ellipsis,Winter 2024,"B2B; Engineering, Product and Design","AI code reviews & bug fixes. Founded in 2023 by Hunter Brooks, Ellipsis has 2 employees based in . Ellipsis is hiring for 1 roles in engineering.",https://ellipsis.dev,2023,,Hunter Brooks; —,https://linkedin.com/in/seanhunterbrooks; https://www.linkedin.com/in/seanhunterbrooks/,https://twitter.com/hunterfromnyc; 
Dime,https://www.ycombinator.com/companies/dime-2,Winter 2024,B2B,"Dime automates administrative busywork at healthcare clinics. Founded in 2023 by Ashish Bajaj and Akash Kumar, Dime has 3 employees based in New York, NY, USA.",https://www.dimehealth.ai,2023,"New York, NY, USA",Ashish Bajaj; Akash Kumar; The Solution? 🚀,https://linkedin.com/in/ashish-bajaj1; https://linkedin.com/in/akashkumar2296; https://www.linkedin.com/in/akashkumar2296/,; ; 
Solari AI,https://www.ycombinator.com/companies/solari-ai,Winter 2024,"B2B; Engineering, Product and Design","Gives non-technical team members agents that work right out of the box. Founded in 2024 by Sahil Sinha, Solari AI has 1 employees based in New York, NY, USA.",https://www.usesolari.ai,2024,"New York, NY, USA",Sahil Sinha,https://linkedin.com/in/sssinha20,https://x.com/Sahils2nd
Pythagora,https://www.ycombinator.com/companies/pythagora,Winter 2024,"B2B; Engineering, Product and Design","Worlds first all-in-one AI development platform. Founded in 2023 by Leon Ostrež and Zvonimir Sabljić, Pythagora has 7 employees based in .",https://pythagora.ai,2023,,Zvonimir Sabljić; Leon Ostrež,https://linkedin.com/in/zvonimirsabljic; https://linkedin.com/in/leon-ostrez-b55494178,; 
