Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
Redapto:,https://www.ycombinator.com/companies/redapto,Fall 2025,B2B,". Founded in 2025 by Anirudh Pupneja, Redapto has 2 employees based in San Francisco, CA, USA.",https://www.redapto.com,2025,"San Francisco, CA, USA",Anirudh Pupneja,https://www.linkedin.com/in/anirudh-pupneja/,https://x.com/AnirudhPupneja
Articulate,https://www.ycombinator.com/companies/articulate,Fall 2025,Real Estate and Construction; Construction,"Automatic Construction Drawing Clash Detection . Founded in 2025 by Milind Sagaram, Articulate has 2 employees based in San Francisco, CA, USA.",https://usearticulate.com,2025,"San Francisco, CA, USA",Milind Sagaram,https://www.linkedin.com/in/milind-sagaram,
Aleph Lab,https://www.ycombinator.com/companies/aleph-lab,Fall 2025,Consumer,"AI language buddy in the games kids love. Founded in 2025 by Dan Han and Jaihee Kim, Aleph Lab has 1 employees based in San Francisco, CA, USA.",http://alephlab.ai,2025,"San Francisco, CA, USA",Dan Han; Jaihee Kim; 🙏 Our Ask,https://www.linkedin.com/in/gy-han/; https://www.linkedin.com/in/kim-jaihee/; https://www.linkedin.com/in/hannim/,https://x.com/thisisdanhan; ; 
LogosGuard,https://www.ycombinator.com/companies/logosguard,Fall 2025,B2B,"The risk management software for enterprises adopting AI. Founded in 2025 by Abel John and Sukrut Oak, LogosGuard has 2 employees based in San Francisco, CA, USA.",https://logosguard.com,2025,"San Francisco, CA, USA",Abel John; Sukrut Oak; The Problem,https://linkedin.com/in/abel-john-85a7551b6; https://www.linkedin.com/in/sukrut-oak/; https://www.linkedin.com/in/sukrut-oak/,; https://x.com/sukrut_oak; 
Sciloop,https://www.ycombinator.com/companies/sciloop,Fall 2025,B2B; Infrastructure,"Expert STEM reasoning data for frontier AI labs. Founded in 2025 by Bilal Asmatullah and Osman Siddique, Sciloop has 2 employees based in San Francisco, CA, USA.",https://sciloop.dev,2025,"San Francisco, CA, USA",Bilal Asmatullah; Osman Siddique,https://www.linkedin.com/in/bilal-asmatullah-8705692b4/; https://www.linkedin.com/in/osman-siddiquer,; https://x.com/OsmanSiddiquer
Multifactor,https://www.ycombinator.com/companies/multifactor,Fall 2025,B2B; Security,"Zero-trust authentication, authorization, and auditing for AI agents. Founded in 2025 by Vivek Nair, Multifactor has 3 employees based in . Multifactor is hiring for 2 roles in engineering.",https://multifactor.com,2025,,Vivek Nair,https://www.linkedin.com/in/nair/,
Allus AI,https://www.ycombinator.com/companies/allus-ai,Fall 2025,Industrials; Manufacturing and Robotics,"Transforming manufacturing with our next-gen Vision Foundation Model. Founded in 2025 by Zhisen An, Chris Kai Cui, and Shijie Wang, Allus AI has 3 employees based in Atlanta, GA, USA. Allus AI is hiring for 1 roles in engineering.",https://allus.ai,2025,"Atlanta, GA, USA",Zhisen An; Chris Kai Cui; Shijie Wang,https://www.linkedin.com/in/zhisenan/; https://linkedin.com/in/kaixiang-cui; https://www.linkedin.com/in/shijiew/,; ; 
Unsiloed AI,https://www.ycombinator.com/companies/unsiloed-ai,Fall 2025,B2B,"API for parsing multimodal unstructured data. Founded in 2025 by Adnan Abbas and Aman Mishra, Unsiloed AI has 2 employees based in San Francisco, CA, USA. Unsiloed AI is hiring for 2 roles in engineering.",https://www.unsiloed.ai,2025,"San Francisco, CA, USA",Aman Mishra; Adnan Abbas; The Problem,https://www.linkedin.com/in/aman005/; https://www.linkedin.com/in/adnan-abbas-903b711a2; https://www.linkedin.com/in/aman005/,https://x.com/__Aman_Mishra; ; 
SF Tensor,https://www.ycombinator.com/companies/sf-tensor,Fall 2025,B2B; Infrastructure,"Infrastructure for AI labs to focus on research. Founded in 2025 by Ben Koska, Tom Koska, and Luk Koska, SF Tensor has 5 employees based in . SF Tensor is hiring for 4 roles in engineering.",https://sf-tensor.com,2025,,Ben Koska; Luk Koska; Tom Koska; The Problem,https://linkedin.com/in/benkoska; https://www.linkedin.com/in/lukkoska/; https://www.linkedin.com/in/tomkoska/; https://www.linkedin.com/in/benkoska/,; ; ; 
Nivara,https://www.ycombinator.com/companies/nivara,Fall 2025,B2B; Sales,"AI-powered market intelligence for the local economy. Founded in 2025 by Tejas Agarwal and Pankaj Mishra, Nivara has 2 employees based in San Francisco, CA, USA.",https://getnivara.com,2025,"San Francisco, CA, USA",Tejas Agarwal; Pankaj Mishra,https://linkedin.com/in/tejaswiagarwal; https://linkedin.com/in/pkj-m,https://x.com/teagarwal; https://x.com/pkj__m
Lakonia,https://www.ycombinator.com/companies/lakonia,Fall 2025,Government,"Delivering AI-powered situational awareness in tactical environments. Founded in 2025 by Gordy Sun, Lakonia has 2 employees based in San Francisco, CA, USA.",https://lakonia.us.com,2025,"San Francisco, CA, USA",Gordy Sun; The Problem:,https://www.linkedin.com/in/gordysun/; https://www.linkedin.com/in/gordysun/,https://x.com/grdysun; 
Mod AI,https://www.ycombinator.com/companies/mod-ai,Fall 2025,B2B,"Touchless AP Automation. Founded in 2025 by Sunjeet Chugh and Evan Meyer, Mod AI has 4 employees based in .",https://usemod.ai,2025,,Evan Meyer; Sunjeet Chugh; ❌ The Problem,https://linkedin.com/in/evanameyer; https://www.linkedin.com/in/jeetchugh/; https://www.linkedin.com/in/evanameyer/,; ; 
Semble AI,https://www.ycombinator.com/companies/semble-ai,Fall 2025,"B2B; Engineering, Product and Design","Autonomous building-system design for construction companies. Founded in 2025 by Ethan Boyers and Jonathan Tyshler, Semble AI has 2 employees based in San Francisco, CA, USA. Semble AI is hiring for 1 roles in engineering.",https://www.sembleai.com,2025,"San Francisco, CA, USA",Jonathan Tyshler; Ethan Boyers,https://www.linkedin.com/in/jonathan-tyshler; https://www.linkedin.com/in/ethan-boyers/,; 
hillclimb,https://www.ycombinator.com/companies/hillclimb,Fall 2025,"B2B; Engineering, Product and Design","Training Data for Recursive Self-Improvement. Founded in 2025 by Jun Park, hillclimb has 4 employees based in San Francisco, CA, USA. hillclimb is hiring for 2 roles in engineering.",https://hillclimb.com,2025,"San Francisco, CA, USA",Jun Park,https://www.linkedin.com/in/jpark72/,https://x.com/jparkjmc
AtlasGrid,https://www.ycombinator.com/companies/atlasgrid,Fall 2025,"B2B; Engineering, Product and Design","Accelerate Product Iteration. Founded in 2025 by Aram Aghababyan, Oleg Kostour, and Anton Krutiansky, AtlasGrid has 6 employees based in Mountain View, CA, USA.",https://atlasgrid.ai,2025,"Mountain View, CA, USA",Oleg Kostour; Aram Aghababyan; Anton Krutiansky; TLDR,https://www.linkedin.com/in/olegkostour/; https://www.linkedin.com/in/aaghababyan/; https://www.linkedin.com/in/antonkrutiansky; https://www.linkedin.com/in/olegkostour/,https://x.com/olegkostour; ; ; 
Nessie,https://www.ycombinator.com/companies/nessie,Fall 2025,Consumer,"Shareable AI Brains for Everyone. Founded in 2025 by Tiger Wang and Anna Zhang, Nessie has 2 employees based in San Francisco, CA, USA.",https://nessielabs.com,2025,"San Francisco, CA, USA",Anna Zhang; Tiger Wang; The Problem,https://www.linkedin.com/in/anna-zhang-y/; https://www.linkedin.com/in/tiger-wang-6a9b06189/; https://www.linkedin.com/in/anna-zhang-y/,https://x.com/anna_y_zhang; https://x.com/tigerjwang; https://x.com/NessieLabs
Hypercubic,https://www.ycombinator.com/companies/hypercubic,Fall 2025,B2B,"AI to maintain and modernize COBOL. Founded in 2025 by Sai Gurrapu and Aayush Naik, Hypercubic has 2 employees based in .",https://www.hypercubic.ai,2025,,Sai Gurrapu; Aayush Naik,https://www.linkedin.com/in/saig18; https://www.linkedin.com/in/aayn/,; https://x.com/aayush_naik
Cranston AI,https://www.ycombinator.com/companies/cranston-ai,Fall 2025,B2B; Finance and Accounting,"Full Stack AI Accounting Firm. Founded in 2025 by Max Minsker and Sean O'Bannon, Cranston AI has 2 employees based in San Francisco, CA, USA.",https://www.cranstonai.com,2025,"San Francisco, CA, USA",Sean O'Bannon; Max Minsker,https://linkedin.com/in/sean-obannon; https://www.linkedin.com/in/max-minsker,http://x.com/seanobannon_; https://x.com/MaxMinsker
Trelium,https://www.ycombinator.com/companies/trelium,Fall 2025,B2B,"The Agent to Build Your Agents. Founded in 2025 by Ritanshu Dokania and Abhimanyu Yadav, Trelium has 2 employees based in . Trelium is hiring for 1 roles in engineering.",https://www.trelium.com,2025,,Abhimanyu Yadav; Ritanshu Dokania,https://www.linkedin.com/in/abhiy1; https://linkedin.com/in/ritanshudokania,https://x.com/not_by_default; https://x.com/ritanshu675
Veria Labs,https://www.ycombinator.com/companies/veria-labs,Fall 2025,B2B; Security,"Continuous AI pentesting that finds and fixes vulnerabilities. Founded in 2025 by Cayden Liao, Jayden Sarveshkumar, and Stephen Xu, Veria Labs has 3 employees based in San Francisco, CA, USA.",https://verialabs.com,2025,"San Francisco, CA, USA",Cayden Liao; Jayden Sarveshkumar; Stephen Xu,https://www.linkedin.com/in/cayden-liao-6b018a272/; https://www.linkedin.com/in/jayden-s/; https://www.linkedin.com/in/stuxf,https://x.com/Cayden_Liao; https://x.com/0jayden_; https://x.com/stuxfdev
Minro,https://www.ycombinator.com/companies/minro,Fall 2025,Consumer,"The Digital Extension of Yourself. Founded in 2025 by Siddhant Lad and Samika Sanghvi, Minro has 2 employees based in San Francisco, CA, USA.",https://minro.com,2025,"San Francisco, CA, USA",Samika Sanghvi; Siddhant Lad,https://www.linkedin.com/in/samika-sanghvi; https://www.linkedin.com/in/sidlad/,https://x.com/sampear_12?s=21; https://x.com/sidnlad
Koyal,https://www.ycombinator.com/companies/koyal,Fall 2025,Consumer; Content,"Agentic AI Filmmaking Platform. Founded in 2025 by Mehul Agarwal and Gauri Agarwal, Koyal has 5 employees based in San Francisco, CA, USA.",https://koyal.ai,2025,"San Francisco, CA, USA",Gauri Agarwal; Mehul Agarwal,https://www.linkedin.com/in/gauri-agarwal; https://www.linkedin.com/in/mehul-agarwal-a274a0287/,https://x.com/gauriagarwal99; https://x.com/meh_agarwal
Kaigo Health,https://www.ycombinator.com/companies/kaigo-health,Fall 2025,Healthcare; Healthcare IT,"AI outpatient care workforce. Founded in 2025 by Peter Chien, Lukas Klaiber, and Kazuki Shin, Kaigo Health has 3 employees based in San Francisco, CA, USA.",https://www.kaigohealth.ai,2025,"San Francisco, CA, USA",Peter Chien; Lukas Klaiber; Kazuki Shin,https://www.linkedin.com/in/peterchien111/; https://www.linkedin.com/in/lukas-klaiber-0458121ba/; https://www.linkedin.com/in/kazuki-shin/,; ; https://x.com/shinkazuki99
Norra,https://www.ycombinator.com/companies/norra,Fall 2025,Healthcare,"Automating equipment operations for nursing facilities. Founded in 2025 by Ben Rubin and Yining Zhang, Norra has 2 employees based in San Francisco, CA, USA.",https://www.norra.io,2025,"San Francisco, CA, USA",Ben Rubin; Yining Zhang; ⚡Impact:,https://www.linkedin.com/in/ben-rubin-b771b8237/; https://www.linkedin.com/in/yining-z/; https://www.linkedin.com/in/benjamin--rubin/,; ; 
Soren,https://www.ycombinator.com/companies/soren,Fall 2025,B2B,"Private AI for Regulated Industries. Founded in 2025 by Kevin Xie, Soren has 1 employees based in San Francisco, CA, USA.",https://soren-ai.com,2025,"San Francisco, CA, USA",Kevin Xie,https://www.linkedin.com/in/kevinxie06,
The Context Company,https://www.ycombinator.com/companies/the-context-company,Fall 2025,"B2B; Engineering, Product and Design","Monitor AI agents and understand user behavior. Founded in 2025 by Rohil Agarwal and Arman Kumaraswamy, The Context Company has 2 employees based in San Francisco, CA, USA.",https://thecontext.company,2025,"San Francisco, CA, USA",Arman Kumaraswamy; Rohil Agarwal; Our Ask,https://www.linkedin.com/in/armankumaraswamy/; https://www.linkedin.com/in/rohil-ag/; https://www.linkedin.com/in/armankumaraswamy/,https://x.com/ksw_arman; https://x.com/rohil_ag; 
Sorce,https://www.ycombinator.com/companies/sorce,Fall 2025,B2B; Human Resources,"Tinder for jobs. Founded in 2024 by Daniel Ajayi, David Alade, and Oluwapelumi Dada, Sorce has 5 employees based in San Francisco, CA, USA.",https://sorce.jobs,2024,"San Francisco, CA, USA",Oluwapelumi Dada; Daniel Ajayi; David Alade,https://www.linkedin.com/in/oldada; https://www.linkedin.com/in/dan-ajayi/; https://www.linkedin.com/in/david-alade/,https://x.com/marvy_101; https://x.com/therealdajayi; https://x.com/davidaladee
Locus,https://www.ycombinator.com/companies/locus,Fall 2025,"B2B; Engineering, Product and Design","Payment infrastructure for AI agents. Founded in 2025 by Cole Dermott and Eliot Lee, Locus has 2 employees based in .",https://paywithlocus.com,2025,,Cole Dermott; Eliot Lee; Our Story,https://www.linkedin.com/in/coledermott/; https://linkedin.com/in/eliotlee3; https://www.linkedin.com/in/coledermott,https://x.com/coledermo; ; https://x.com/PayWithLocus
Deeptrace,https://www.ycombinator.com/companies/deeptrace,Fall 2025,B2B,"AI agents for on-call. Founded in 2025 by Andy Lee and Sri Somasundaram, Deeptrace has 4 employees based in . Deeptrace is hiring for 1 roles in engineering.",https://deeptrace.com,2025,,Andy Lee; Sri Somasundaram,https://www.linkedin.com/in/andy-lee-126073148/; https://www.linkedin.com/in/srinath-somasundaram-768bb8210/,; 
Scoop,https://www.ycombinator.com/companies/scoop,Fall 2025,B2B,"Automating regulatory submissions for life sciences. Founded in 2025 by Jay Kwon and Vincent Park, Scoop has 2 employees based in San Francisco, CA, USA.",https://scooplabs.ai,2025,"San Francisco, CA, USA",Vincent Park; Jay Kwon,https://linkedin.com/in/vpark; https://www.linkedin.com/in/soonjae/,; 
Bolna AI,https://www.ycombinator.com/companies/bolna-ai,Fall 2025,B2B,"Voice AI to enable India's next billion. Founded in  by Prateek Sachan and Maitreya Wagh, Bolna AI has 5 employees based in Bengaluru, Karnataka, India.",https://bolna.ai,,"Bengaluru, Karnataka, India",Prateek Sachan; Maitreya Wagh,https://linkedin.com/in/prateek-sachan; https://www.linkedin.com/in/maitreya-wagh/,https://x.com/xan_ps; https://x.com/maitreya_wagh
Nexus,https://www.ycombinator.com/companies/gpt,Fall 2025,B2B,"We help non-technical teams build AI agents without engineers. Founded in 2024 by Shady Al Shoha and Assem Chammah, Nexus has 2 employees based in Brussels, Belgium.",https://agent.nexus,2024,"Brussels, Belgium",Assem Chammah; Shady Al Shoha,https://www.linkedin.com/in/assemchammah; https://www.linkedin.com/in/shady-al-shoha/,http://x.com/achammah1; https://x.com/ShadyShoha
Zavo,https://www.ycombinator.com/companies/zavo,Fall 2025,Fintech; Payments,"AI Point of Sale for Restaurants . Founded in 2025 by Ilkan Gezer and Can Zehebi, Zavo has 8 employees based in San Francisco, CA, USA.",https://zavopay.com,2025,"San Francisco, CA, USA",Can Zehebi; Ilkan Gezer,https://www.linkedin.com/in/canzehebi/; https://www.linkedin.com/in/ilkan-gezer-4a16a6268,; 
MOVEdot,https://www.ycombinator.com/companies/movedot,Fall 2025,"B2B; Engineering, Product and Design","AI Agents for Hardware Engineering. Founded in 2024 by Bruno Finco and Girish Radhakrishnan, MOVEdot has 10 employees based in San Francisco, CA, USA.",https://www.movedot.ai,2024,"San Francisco, CA, USA",Girish Radhakrishnan; Bruno Finco; ❌ The Problem,https://www.linkedin.com/in/girish-radhakrishnan/; https://www.linkedin.com/in/bruno-finco-610999b6/; https://www.linkedin.com/in/bruno-finco-610999b6/,; ; 
Parrot,https://www.ycombinator.com/companies/parrot,Fall 2025,Consumer,"TikTok for language learning. Founded in 2024 by Erik Dahl, Amir Hanna, and Julia Hudea, Parrot has 3 employees based in San Francisco, CA, USA. Parrot is hiring for 2 roles in design and engineering.",https://parrotapp.com,2024,"San Francisco, CA, USA",Amir Hanna; Erik Dahl; Julia Hudea,https://www.linkedin.com/in/amirhanna1; https://www.linkedin.com/in/-erik-dahl-; https://www.linkedin.com/in/julia-hudea-aa582414a/,https://x.com/byAmirHanna; ; 
Brickwise,https://www.ycombinator.com/companies/brickwise,Fall 2025,Real Estate and Construction; Housing and Real Estate,"AI property manager for landlords and estate agents. Founded in 2025 by Ismail Jeilani and Elias Kassell, Brickwise has 2 employees based in . Brickwise is hiring for 1 roles in marketing.",https://www.brickwiseai.com,2025,,Ismail Jeilani; Elias Kassell; Problem ❌,https://linkedin.com/in/jeilani; https://www.linkedin.com/in/eliaskassell/; https://www.linkedin.com/in/jeilani,; ; 
Structured AI,https://www.ycombinator.com/companies/structured-ai,Fall 2025,Real Estate and Construction; Construction,"AI workforce for Construction Engineering. Founded in 2025 by Issy Greenslade, Brandon Abreu Smith, and Raymond Zhao, Structured AI has 8 employees based in New York, NY, USA. Structured AI is hiring for 7 roles in engineering, marketing, and product.",https://www.getstructured.ai,2025,"New York, NY, USA",Raymond Zhao; Issy Greenslade; Brandon Abreu Smith,https://www.linkedin.com/in/raymondz1/; https://www.linkedin.com/in/isabelgreenslade/; https://www.linkedin.com/in/brandon-abreu-smith/,https://x.com/stingrayzz22; https://x.com/Green181024; https://x.com/brandonstarxel
Uplane,https://www.ycombinator.com/companies/uplane,Fall 2025,B2B; Marketing,"Replace marketing agencies with AI. Founded in 2025 by Marvin Abdel-Massih, Julius Körfgen, and Lukas Vollmer, Uplane has 7 employees based in San Francisco, CA, USA. Uplane is hiring for 4 roles in engineering, marketing, and operations.",https://uplane.com,2025,"San Francisco, CA, USA",Julius Körfgen; Marvin Abdel-Massih; Lukas Vollmer,https://www.linkedin.com/in/julius-koerfgen/; https://www.linkedin.com/in/marvinabdel-massih/; https://www.linkedin.com/in/lukasvollmer/,; ; 
Brickanta,https://www.ycombinator.com/companies/brickanta,Fall 2025,B2B; Infrastructure,"Agentic AI for Society Builders. Founded in 2025 by Linus Bein Fahlander and Lucas Otterling, Brickanta has 11 employees based in Stockholm, Sweden. Brickanta is hiring for 5 roles in operations, product, and engineering.",https://www.brickanta.com,2025,"Stockholm, Sweden",Lucas Otterling; Linus Bein Fahlander,https://www.linkedin.com/in/lucas-otterling/; https://www.linkedin.com/in/linus-bf/,; 
Remedy,https://www.ycombinator.com/companies/remedy,Fall 2025,Healthcare,"AI Agents for Pharmacies. Founded in 2025 by Nikhil Devaraj and Vishnu Sreenivasan, Remedy has 2 employees based in .",http://www.useremedy.co,2025,,Nikhil Devaraj; Vishnu Sreenivasan,https://www.linkedin.com/in/nikhildevaraj/; https://www.linkedin.com/in/vsreenivasan/,; https://www.x.com/vbsreenivasan
Semiotic,https://www.ycombinator.com/companies/semiotic,Fall 2025,"B2B; Engineering, Product and Design","Studio-Grade Design at Scale. Founded in 2025 by Bryan Grisales, Michael Roberson, and Brandon Yao, Semiotic has 3 employees based in San Francisco, CA, USA.",http://semiotic.com,2025,"San Francisco, CA, USA",Michael Roberson; Bryan Grisales; Brandon Yao,https://www.linkedin.com/in/michael-h-roberson/; https://www.linkedin.com/in/bryan-grisales/; https://www.linkedin.com/in/brandonyao/,https://x.com/michaelhrobersn; ; 
Lapis,https://www.ycombinator.com/companies/lapis,Fall 2025,B2B; Marketing,"AI that creates on-brand image ads. Founded in 2025 by Varunram Ganesh and Sai Surbehera, Lapis has 4 employees based in San Francisco, CA, USA.",https://www.trylapis.com,2025,"San Francisco, CA, USA",Varunram Ganesh; Sai Surbehera; Analyzing AI Search Models,https://www.linkedin.com/in/varunramg/; https://www.linkedin.com/in/saisamrit-surbehera/; https://www.linkedin.com/in/varunramg/,https://x.com/varunramg; https://x.com/saibuilds; 
Efference:,https://www.ycombinator.com/companies/efference,Fall 2025,Industrials; Manufacturing and Robotics,". Founded in 2025 by Gianluca Bencomo, Efference has 1 employees based in San Francisco, CA, USA.",https://efference.ai,2025,"San Francisco, CA, USA",Gianluca Bencomo,https://www.linkedin.com/in/gianluca-bencomo-326469133,https://x.com/gianlucabencomo/
Digipals,https://www.ycombinator.com/companies/digipals,Fall 2025,Consumer; Social,"The future of Social in the age of AI. Founded in 2025 by Mathew Matakovic and Peggy Wang, Digipals has 3 employees based in San Francisco, CA, USA. Digipals is hiring for 1 roles in engineering.",https://www.digipals.app,2025,"San Francisco, CA, USA",Peggy Wang; Mathew Matakovic; Team,https://www.linkedin.com/in/peggy-wang-ego/; https://www.linkedin.com/in/justatree/; https://www.linkedin.com/in/peggy-wang-ai/,https://twitter.com/peggy_wang; https://x.com/GoalieSave25; 
Mixy,https://www.ycombinator.com/companies/mixy,Fall 2025,Consumer,"Make mashups without knowing how to DJ. Founded in 2025 by Joe Kennedy and Jonah Siegle, Mixy has 2 employees based in .",https://usemixy.com,2025,,Joe Kennedy; Jonah Siegle; Since Launch,https://www.linkedin.com/in/joekndy; https://linkedin.com/in/jonahsiegle; https://www.linkedin.com/in/joekndy/,https://www.twitter.com/joekndy; https://x.com/jonahsiegle; 
Fernstone,https://www.ycombinator.com/companies/fernstone,Fall 2025,Fintech; Insurance,"Full-stack insurance brokerage for businesses. . Founded in 2025 by James Chen and Bryant Le, Fernstone has 2 employees based in . Fernstone is hiring for 1 roles in operations.",https://www.fernstone.com,2025,,James Chen; Bryant Le,https://www.linkedin.com/in/james-chen-394ab67b/; https://www.linkedin.com/in/bryant-le-3884a7134,https://x.com/James_R_Chen; 
Nori,https://www.ycombinator.com/companies/nori,Fall 2025,Healthcare; Consumer Health and Wellness,"AI health coach in your pocket. Founded in 2025 by Harish Agarwal and Dave Zohrob, Nori has 3 employees based in New York, NY, USA.",https://nori.ai,2025,"New York, NY, USA",Dave Zohrob; Harish Agarwal; Company Launches,https://www.linkedin.com/in/dzohrob/; https://www.linkedin.com/in/harish-p-agarwal/; https://www.linkedin.com/in/dzohrob/,https://x.com/dzohrob; https://x.com/smock; 
Null Labs,https://www.ycombinator.com/companies/null-labs,Fall 2025,Industrials; Defense,"End-to-end Simulation for Defense Autonomy. Founded in 2025 by Kristopher Luo and Niel Ok, Null Labs has 2 employees based in San Francisco, CA, USA.",https://n0labs.com,2025,"San Francisco, CA, USA",Kristopher Luo; Niel Ok,https://www.linkedin.com/in/krisluo; https://www.linkedin.com/in/niel-ok/,https://x.com/theKrisLuo; https://x.com/nielok20
Parametric,https://www.ycombinator.com/companies/parametric,Fall 2025,Industrials; Manufacturing and Robotics,"Physical businesses that run themselves. Founded in 2025 by John Newsom and Cody Swain, Parametric has 7 employees based in . Parametric is hiring for 5 roles in operations and engineering.",https://parametric.company,2025,,Cody Swain; John Newsom,https://linkedin.com/in/cody-swain-89b621118; https://www.linkedin.com/in/newsom/,https://twitter.com/c0dyswain; 
Prox,https://www.ycombinator.com/companies/prox,Fall 2025,B2B; Retail,"AI technical support for complex physical products. Founded in 2025 by Gregory Makodzeba and Dima Yanovsky, Prox has 2 employees based in San Francisco, CA, USA. Prox is hiring for 1 roles in engineering.",https://www.prox.inc,2025,"San Francisco, CA, USA",Dima Yanovsky; Gregory Makodzeba; Gregory Makodzeba:; Dima Yanovsky:,https://www.linkedin.com/in/yanovsk/; https://www.linkedin.com/in/gregory-makodzeba/; https://www.linkedin.com/in/gregory-makodzeba/; https://www.linkedin.com/in/yanovsk/,https://x.com/yanovskyd; https://www.x.com/youfelll; ; 
Autonomous Technologies Group,https://www.ycombinator.com/companies/autonomous-technologies-group,Fall 2025,Fintech,"Superintelligent financial advisor. Founded in 2025 by Dillon Erb and Daniel Kobran, Autonomous Technologies Group has 8 employees based in New York, NY, USA. Autonomous Technologies Group is hiring for 8 roles in design, operations, and engineering.",https://becomeautonomous.com,2025,"New York, NY, USA",Dillon Erb; Daniel Kobran,https://www.linkedin.com/in/dillonerb; https://www.linkedin.com/in/daniel-kobran/,https://twitter.com/dlnrb; 
Fifth Door,https://www.ycombinator.com/companies/fifth-door,Fall 2025,Consumer; Gaming,"Create and play games with AI. Founded in 2025 by Amir Ghazvinian and Daniel Kan, Fifth Door has 3 employees based in San Francisco, CA, USA. Fifth Door is hiring for 1 roles in engineering.",https://fifthdoor.com,2025,"San Francisco, CA, USA",Amir Ghazvinian; Daniel Kan,https://www.linkedin.com/in/amirghazvinian/; https://www.linkedin.com/in/danielkan,; 
Piggy Robotics,https://www.ycombinator.com/companies/piggy-robotics,Fall 2025,Industrials; Manufacturing and Robotics,"Humanoid robots that do your chores for the price of an iPhone!. Founded in 2024 by Chenny (Qianyi) Deng and Richard Gong, Piggy Robotics has 15 employees based in .",https://piggyrobotics.com,2024,,Richard Gong; Chenny (Qianyi) Deng; Team,https://www.linkedin.com/in/richard-g-15852b22b/; https://www.linkedin.com/in/qianyi-deng/; https://www.linkedin.com/in/richard-g-15852b22b,; https://x.com/Chenny_Deng33; 
Goldbridge,https://www.ycombinator.com/companies/goldbridge,Fall 2025,Real Estate and Construction; Housing and Real Estate,"Ramp for Real Estate. Founded in 2025 by Greg Rami and Alvin Salehi, Goldbridge has 3 employees based in .",https://www.goldbridgebanking.com,2025,,Alvin Salehi; Greg Rami; THE PROBLEM,https://linkedin.com/in/alvandsalehi; https://linkedin.com/in/gregrami; https://www.linkedin.com/in/alvinsalehi/,https://x.com/alvinsalehi_; ; 
Sylvian,https://www.ycombinator.com/companies/sylvian,Fall 2025,B2B,"Specialized AI Agents. Founded in 2025 by , Sylvian has 2 employees based in San Francisco, CA, USA.",https://sylvian.ai,2025,"San Francisco, CA, USA",William Huang; Niall Kehoe; Problem,https://www.linkedin.com/in/william-s-huang/; https://www.linkedin.com/in/niallkehoe; https://linkedin.com/in/william-s-huang,https://x.com/amiwilliamhuang; ; 
