Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
Tegore,https://www.ycombinator.com/companies/tegore,Spring 2025,Education,"Your new AI-powered math tutor. Founded in 2025 by Ende Shen, Tegore has 1 employees based in San Francisco, CA, USA.",https://tegore.ai,2025,"San Francisco, CA, USA",Ende Shen,https://www.linkedin.com/in/ende-shen/,
Clado,https://www.ycombinator.com/companies/clado,Spring 2025,B2B; Recruiting and Talent,"Deep Research for People. Founded in 2025 by Eric Mao and Tom Zheng, Clado has 7 employees based in San Francisco, CA, USA.",https://clado.ai,2025,"San Francisco, CA, USA",Eric Mao; Tom Zheng,https://www.linkedin.com/in/eric-mao/; https://www.linkedin.com/in/tomzhengy,https://x.com/EricMao06; https://x.com/tomzheng
Combinely,https://www.ycombinator.com/companies/combinely,Spring 2025,B2B; Finance and Accounting,"AI coworker for Accountants. Founded in 2024 by Arthur Granacher and Tom Invernizzi, Combinely has 5 employees based in .",https://combinely.ai,2024,,Tom Invernizzi; Arthur Granacher,https://www.linkedin.com/in/tominvernizzi/; https://www.linkedin.com/in/arthur-granacher,https://x.com/Tom_inv; https://x.com/ArthurGranacher
Trapeze,https://www.ycombinator.com/companies/trapeze,Spring 2025,Healthcare; Healthcare IT,"AI-native Zocdoc. Founded in 2025 by Betty Chang and Christopher Chen, Trapeze has 2 employees based in .",https://www.trapezehealth.com,2025,,Betty Chang; Christopher Chen; Problem,https://www.linkedin.com/in/betchang; https://www.linkedin.com/in/chrismychen; https://www.linkedin.com/in/betchang/,https://www.twitter.com/thebettychang; https://twitter.com/ChrisMYChen; 
The LLM Data Company,https://www.ycombinator.com/companies/the-llm-data-company,Spring 2025,B2B,"Frontier models for critical domains. Founded in 2025 by Gavin Bains, Joseph Besgen, and Daanish Khazi, The LLM Data Company has 3 employees based in San Francisco, CA, USA.",https://www.llmdata.com,2025,"San Francisco, CA, USA",Daanish Khazi; Gavin Bains; Joseph Besgen,https://www.linkedin.com/in/daanishkhazi/; https://linkedin.com/in/thegavinbains; https://www.linkedin.com/in/jpbesgen/,https://x.com/bertgodel; https://x.com/thegavinbains; 
Refresh,https://www.ycombinator.com/companies/refresh,Spring 2025,"B2B; Engineering, Product and Design","Training gyms for computer use and software engineering work. Founded in 2025 by Erik Quintanilla and Christopher Settles, Refresh has 9 employees based in .",https://www.refresh.dev,2025,,Christopher Settles; Erik Quintanilla,https://www.linkedin.com/in/christopher-settles/; https://linkedin.com/in/erikquintanilla,https://x.com/never_settles_; https://x.com/erikqu_
Parsewise,https://www.ycombinator.com/companies/parsewise,Spring 2025,B2B,"AI Agents for Risk Decisions. Founded in 2024 by Greg Csegzi and Max Hofer, Parsewise has 6 employees based in London, UK.",https://parsewise.ai,2024,"London, UK",Max Hofer; Greg Csegzi; ❌ The Problem,https://www.linkedin.com/in/mwhofer/; https://www.linkedin.com/in/gergely-csegzi-553b1aa5; https://www.linkedin.com/in/mwhofer/,; ; 
Better Auth,https://www.ycombinator.com/companies/better-auth,Spring 2025,B2B; Security,"The authentication framework for TypeScript. Founded in 2025 by Bereket Engida, Better Auth has 4 employees based in San Francisco, CA, USA. Better Auth is hiring for 2 roles in engineering.",https://better-auth.com,2025,"San Francisco, CA, USA",Bereket Engida,https://www.linkedin.com/in/bekacru/,https://x.com/imbereket
Bluejay,https://www.ycombinator.com/companies/bluejay,Spring 2025,B2B,"The world's first quality assurance agency for voice & text AI. Founded in 2025 by Faraz Siddiqi and Rohan Vasishth, Bluejay has 7 employees based in . Bluejay is hiring for 4 roles in engineering and sales.",https://getbluejay.ai,2025,,Rohan Vasishth; Faraz Siddiqi; Key Features:,https://www.linkedin.com/in/rohanvas/; https://linkedin.com/in/farazmsiddiqi; https://www.linkedin.com/in/rohanvas/,; https://x.com/farazmsiddiqi; 
PgDog,https://www.ycombinator.com/companies/pgdog,Spring 2025,B2B; Infrastructure,"Scaling engine for PostgreSQL. Founded in 2025 by Lev Kokotov, PgDog has 2 employees based in . PgDog is hiring for 1 roles in engineering.",https://pgdog.dev,2025,,Lev Kokotov,https://linkedin.com/in/levkk,
Kirana AI,https://www.ycombinator.com/companies/kirana-ai,Spring 2025,B2B; Retail,"AI manager for physical stores. Founded in 2025 by Prateek Pinisetti and Nicholas Sleeper, Kirana AI has 2 employees based in New York, NY, USA.",https://www.kirana-ai.com,2025,"New York, NY, USA",Nicholas Sleeper; Prateek Pinisetti,https://www.linkedin.com/in/nicholas-sleeper-209641179/; https://www.linkedin.com/in/prateek-pinisetti-606287171/,; 
Mbodi AI,https://www.ycombinator.com/companies/mbodi-ai,Spring 2025,Industrials; Manufacturing and Robotics,"Industrial Robots that Learn and Operate Like Humans. Founded in 2024 by Xavier (Tianhao) Chi and Sebastian Peralta, Mbodi AI has 6 employees based in New York, NY, USA. Mbodi AI is hiring for 1 roles in engineering.",https://www.mbodi.ai,2024,"New York, NY, USA",Xavier (Tianhao) Chi; Sebastian Peralta; 🚨 The Problem,https://www.linkedin.com/in/xavierchi/; https://www.linkedin.com/in/sebbyjp; https://www.linkedin.com/in/xavierchi/,https://x.com/chitianhao; https://x.com/sebbyjp; 
Percival,https://www.ycombinator.com/companies/percival,Spring 2025,B2B,"Accelerating data analysis for research. Founded in 2025 by Kevin Bi and David Zhu, Percival has 3 employees based in San Francisco, CA, USA.",https://percy.tech,2025,"San Francisco, CA, USA",Kevin Bi; David Zhu,https://www.linkedin.com/in/kevin-bi-006426148/; https://www.linkedin.com/in/davidzhu10/,; 
stratify,https://www.ycombinator.com/companies/stratify,Spring 2025,B2B,"AI agents that help you understand your customers' needs. Founded in 2025 by Pratham Hombal and Siddhartha Javvaji, stratify has 2 employees based in San Francisco, CA, USA.",https://www.trystratify.com,2025,"San Francisco, CA, USA",Siddhartha Javvaji; Pratham Hombal; Stratify Launch Video,https://www.linkedin.com/in/siddhartha-javvaji-23b81617a/; https://www.linkedin.com/in/prathamhombal/; https://www.linkedin.com/in/siddhartha-javvaji-23b81617a,https://x.com/sidjavvaji; https://x.com/prathamhombal; 
Sim,https://www.ycombinator.com/companies/sim,Spring 2025,B2B,"Open source platform to build AI agent workflows. Founded in 2025 by Emir Karabeg and Waleed Latif, Sim has 5 employees based in San Francisco, CA, USA. Sim is hiring for 5 roles in engineering.",https://sim.ai,2025,"San Francisco, CA, USA",Emir Karabeg; Waleed Latif,https://www.linkedin.com/in/emir-karabeg-53ab52196/; https://www.linkedin.com/in/waleedlatif,https://x.com/emkara; https://x.com/typingwala
Clarm,https://www.ycombinator.com/companies/clarm,Spring 2025,B2B; Productivity,"Capture inbound revenue whilst you build. Founded in 2025 by Marcus Storm-Mollard, Clarm has 2 employees based in San Francisco, CA, USA.",https://www.clarm.com,2025,"San Francisco, CA, USA",Marcus Storm-Mollard; Problem ❌,https://www.linkedin.com/in/marcus-storm-a0514aa1/; https://www.linkedin.com/in/marcus-storm-mollard-a0514aa1/,https://x.com/marcus1storm; 
Beluga,https://www.ycombinator.com/companies/beluga,Spring 2025,B2B; Marketing,"Influencer marketing that converts. Founded in 2024 by Jack Swisher and Fernando Young, Beluga has 3 employees based in San Francisco, CA, USA.",https://www.trybeluga.ai,2024,"San Francisco, CA, USA",Fernando Young; Jack Swisher,https://www.linkedin.com/in/fernando-young-13b713166/; https://www.linkedin.com/in/jack-swisher-77548a165/,https://x.com/Fern_Y0ung; https://x.com/Jack__Swisher
Kaelio,https://www.ycombinator.com/companies/kaelio,Spring 2025,B2B,"The context layer your data agents need. Founded in 2024 by Andrey Avtomonov and Luca Martial, Kaelio has 8 employees based in .",https://kaelio.com,2024,,Luca Martial; Andrey Avtomonov; The Problem,https://www.linkedin.com/in/luca-martial/; https://www.linkedin.com/in/andreyavtomonov/; https://www.linkedin.com/in/luca-martial/,; ; 
Alpha Research,https://www.ycombinator.com/companies/alpha-research,Spring 2025,"B2B; Engineering, Product and Design","Open source, agentic knowledge bases for all of humanity's knowledge. Founded in 2025 by Ryan Prendergast, Alpha Research has 1 employees based in New York, NY, USA.",https://alpharesearch.nyc,2025,"New York, NY, USA",Ryan Prendergast; Company Launches,https://www.linkedin.com/in/rprendergast; https://www.linkedin.com/in/theodore-li-0425b5177/,https://twitter.com/r_prendie; 
The Robot Learning Company,https://www.ycombinator.com/companies/the-robot-learning-company,Spring 2025,Industrials; Manufacturing and Robotics,"The infrastructure that robot intelligence is built and deployed on. Founded in 2025 by Jannik Grothusen, The Robot Learning Company has 1 employees based in San Francisco, CA, USA.",https://www.robot-learning.co,2025,"San Francisco, CA, USA",Jannik Grothusen; The Problem,https://www.linkedin.com/in/jannik-grothusen/; https://www.linkedin.com/in/jannik-grothusen/,https://x.com/JannikGrothusen; 
HelixDB,https://www.ycombinator.com/companies/helixdb,Spring 2025,"B2B; Engineering, Product and Design","The fastest & most scalable graph-vector database on the market. Founded in 2025 by Xavier Cochran and George Curtis, HelixDB has 6 employees based in London, UK.",https://helix-db.com,2025,"London, UK",George Curtis; Xavier Cochran; ❌ The Problem,https://linkedin.com/in/george-curtis-12b232a5; https://linkedin.com/in/xaviercochran; https://www.linkedin.com/in/george-curtis-12b232a5/,https://x.com/georgecurtiss; https://x.com/xav_db; 
Claim Health,https://www.ycombinator.com/companies/claim-health,Spring 2025,Healthcare,"AI Revenue Platform for Post-Acute Care. Founded in 2025 by Kevin Calcado and Jayen Ram, Claim Health has 6 employees based in New York, NY, USA. Claim Health is hiring for 2 roles in operations and engineering.",https://www.claimhealth.com,2025,"New York, NY, USA",Kevin Calcado; Jayen Ram; The Problem,https://www.linkedin.com/in/kevincalcado; https://www.linkedin.com/in/jayenram/; https://www.linkedin.com/in/kevincalcado/,; ; 
Capacitive,https://www.ycombinator.com/companies/capacitive,Spring 2025,"B2B; Engineering, Product and Design","The data gateway for agents. Founded in 2025 by Rohan Radhakeesoon and Kevin Treehan, Capacitive has 2 employees based in San Francisco, CA, USA.",https://capacitive.ai,2025,"San Francisco, CA, USA",Kevin Treehan; Rohan Radhakeesoon,https://www.linkedin.com/in/kevintreehan/; https://linkedin.com/in/rohan-radhakeesoon,; 
Acolite,https://www.ycombinator.com/companies/acolite,Spring 2025,Fintech; Insurance,"AI Teammates for Insurance Agencies. Founded in 2024 by Barak Ben Noon and Daniel Siryakov, Acolite has 3 employees based in New York, NY, USA.",https://acolite.ai,2024,"New York, NY, USA",Daniel Siryakov; Barak Ben Noon,https://www.linkedin.com/in/daniel-siryakov-cfa-07071255/; https://www.linkedin.com/in/barak-ben-noon/,https://x.com/danielzohan1; 
Ralo,https://www.ycombinator.com/companies/ralo,Spring 2025,Fintech; Consumer Finance,"Find Your Best Mortgage Deal. Founded in 2025 by Arjun Lalwani and Helly Shah, Ralo has 2 employees based in San Francisco, CA, USA.",https://www.ralo.com,2025,"San Francisco, CA, USA",Arjun Lalwani; Helly Shah; The Mortgage Problem,https://www.linkedin.com/in/arjun-lalwani; https://www.linkedin.com/in/hellyshah; https://www.linkedin.com/in/arjun-lalwani/,; ; 
Auctor,https://www.ycombinator.com/companies/auctor,Spring 2025,B2B,"The agentic operating system for modern system integrators. Founded in 2025 by Matthew Blackburn, Anthony Sky Ng-Thow-Hing, Xinan Rahman, and William Sun, Auctor has 15 employees based in New York, NY, USA. Auctor is hiring for 5 roles in engineering and operations.",https://getauctor.com,2025,"New York, NY, USA",William Sun; Matthew Blackburn; Anthony Sky Ng-Thow-Hing; Xinan Rahman,https://www.linkedin.com/in/weihongsun/; https://linkedin.com/in/matthewblackburn0; https://www.linkedin.com/in/anthony-sky-ng-thow-hing-9b1352193/; https://www.linkedin.com/in/xinanrahman/,; https://x.com/mtthewblckburn; ; 
neoncoral,https://www.ycombinator.com/companies/neoncoral,Spring 2025,Consumer,"🪸 AI consumer social . Founded in 2025 by Thomas Liao, neoncoral has 1 employees based in .",http://neoncoral.inc,2025,,Thomas Liao,https://www.linkedin.com/in/thomasliao/,https://twitter.com/distributionat
SynthioLabs,https://www.ycombinator.com/companies/synthiolabs,Spring 2025,Healthcare,"Agentic AI platform for Pharma GTM teams. Founded in 2024 by Supreet Deshpande, Sahitya Sridhar, and Rajashekar Vasantha, SynthioLabs has 8 employees based in San Francisco, CA, USA.",https://synthiolabs.com,2024,"San Francisco, CA, USA",Supreet Deshpande; Sahitya Sridhar; Rajashekar Vasantha; Company Launches,https://www.linkedin.com/in/supreetdeshpande/; https://www.linkedin.com/in/sahitya-sridhar/; https://www.linkedin.com/in/rajashekar-v; https://www.linkedin.com/in/supreetdeshpande/,https://x.com/iamsupreetd; https://x.com/sahitya0808; https://x.com/RajashekarV95; 
GroundControl,https://www.ycombinator.com/companies/groundcontrol,Spring 2025,Industrials; Aviation and Space,"Vertical AI for highly-regulated manufacturing. Founded in 2024 by Matthew Noseworthy, Mehul Shah, and Nick Warren, GroundControl has 8 employees based in San Francisco, CA, USA. GroundControl is hiring for 2 roles in engineering and marketing.",https://rungroundcontrol.com,2024,"San Francisco, CA, USA",Mehul Shah; Matthew Noseworthy; Nick Warren; How We Started,https://www.linkedin.com/in/mehulmshah22; https://www.linkedin.com/in/matthew-noseworthy-218167106/; https://www.linkedin.com/in/nickcw/; https://www.linkedin.com/in/mehulmshah22,; ; ; 
cubic,https://www.ycombinator.com/companies/cubic,Spring 2025,"B2B; Engineering, Product and Design","AI-powered code review platform. Founded in 2025 by Paul Sanglé-Ferrière, cubic has 3 employees based in London, UK. cubic is hiring for 1 roles in engineering.",https://cubic.dev,2025,"London, UK",Paul Sanglé-Ferrière,https://linkedin.com/in/paulsf,https://x.com/NeuralPaul
Notus Autonomous Systems,https://www.ycombinator.com/companies/notus-autonomous-systems,Spring 2025,Industrials; Aviation and Space,"Arbitrary size interference resistant drone swarms using EHF radios. Founded in 2025 by Emmanuel Margolin, Notus Autonomous Systems has 3 employees based in San Francisco, CA, USA.",http://www.notussystems.com,2025,"San Francisco, CA, USA",Emmanuel Margolin,https://www.linkedin.com/in/emmanuel-margolin-907055351/,
Autostep,https://www.ycombinator.com/companies/autostep,Spring 2025,B2B; Operations,"Uncover repetitive tasks and automate them. Founded in 2025 by Aidan Pratt, Autostep has 1 employees based in .",https://autostep.ai,2025,,Aidan Pratt,https://linkedin.com/in/aidan-pratt,https://x.com/aidan__pratt
Golf,https://www.ycombinator.com/companies/golf,Spring 2025,B2B; Security,"Agentic AI Security and Governance. Founded in 2025 by Wojciech Błaszak and Antoni Gmitruk, Golf has 2 employees based in .",https://golf.dev,2025,,Wojciech Błaszak; Antoni Gmitruk,https://www.linkedin.com/in/wojciech-b%C5%82aszak11/; https://linkedin.com/in/antoni-gmitruk-80a268211,; 
BitBoard,https://www.ycombinator.com/companies/bitboard,Spring 2025,B2B; Operations,"The best way to use AI for spreadsheets. Founded in 2025 by Ambar Choudhury and Connor Jones, BitBoard has 2 employees based in San Francisco, CA, USA.",https://bitboard.work,2025,"San Francisco, CA, USA",Connor Jones; Ambar Choudhury,https://www.linkedin.com/in/connorandrewjones/; https://linkedin.com/in/ambar-choudhury-92681038,; https://x.com/ambarc
Vybe,https://www.ycombinator.com/companies/vybe,Spring 2025,"B2B; Engineering, Product and Design","Secure internal apps. Built by AI in seconds. Powered by your data. Founded in 2025 by Fabien Devos and Quang Hoang, Vybe has 8 employees based in .",https://www.vybe.build,2025,,Fabien Devos,https://www.linkedin.com/in/fabiendevos,https://twitter.com/Fabien_Devos
Aravolta,https://www.ycombinator.com/companies/aravolta,Spring 2025,B2B; Infrastructure,"Software to monitor, control, and optimize data centers. Founded in 2024 by Margarita Groisman and Jack Sutton, Aravolta has 4 employees based in San Francisco, CA, USA. Aravolta is hiring for 3 roles in engineering.",https://www.aravolta.com,2024,"San Francisco, CA, USA",Margarita Groisman; Jack Sutton,https://www.linkedin.com/in/margarita-groisman/; https://www.linkedin.com/in/sutton-jack,https://x.com/Marg_Groisman; https://x.com/JackSutton_SF
Kashikoi,https://www.ycombinator.com/companies/kashikoi,Spring 2025,B2B,"Simulation Engine for Benchmarking AI Products. Founded in 2025 by Aaksha Meghawat, Kashikoi has 2 employees based in San Francisco, CA, USA.",https://www.getkashikoi.com,2025,"San Francisco, CA, USA",Aaksha Meghawat; Hey YC!,https://www.linkedin.com/in/aaksham/; https://www.linkedin.com/in/timmichaud/,https://x.com/aaksham; 
Plexe,https://www.ycombinator.com/companies/plexe,Spring 2025,"B2B; Engineering, Product and Design","Open-source agents to build predictive ML models from a prompt. Founded in 2025 by Marcello De Bernardi and Vaibhav Dubey, Plexe has 2 employees based in .",https://plexe.ai,2025,,Vaibhav Dubey; Marcello De Bernardi,https://www.linkedin.com/in/vaibhav-dubey-b31930128; https://www.linkedin.com/in/marcello-de-bernardi/,https://x.com/VaibhavMDubey; 
Frekil,https://www.ycombinator.com/companies/frekil,Spring 2025,Healthcare,"Accelerate Real World Evidence (RWE) Generation from months to minutes. Founded in 2025 by Shivesh Gupta and Nikhil Tiwari, Frekil has 2 employees based in San Francisco, CA, USA.",https://www.frekil.com,2025,"San Francisco, CA, USA",Nikhil Tiwari; Shivesh Gupta; ❗The Problem,https://www.linkedin.com/in/nikhiltiwari-iitb/; https://www.linkedin.com/in/shivesh-gupta-iitb/; https://www.linkedin.com/in/nikhiltiwari-iitb/,; ; 
Chestnut,https://www.ycombinator.com/companies/chestnut,Spring 2025,Fintech; Credit and Lending,"The first AI mortgage lender. Founded in 2025 by Spencer Brown, Chestnut has 2 employees based in San Francisco, CA, USA. Chestnut is hiring for 1 roles in engineering.",https://chestnutmortgage.com,2025,"San Francisco, CA, USA",Spencer Brown,https://linkedin.com/in/spencercbrown,https://x.com/spencerbrownx
QFEX,https://www.ycombinator.com/companies/qfex,Spring 2025,Fintech; Banking and Exchange,"24/7 Global Stock Exchange. Founded in 2025 by Annanay Kapila and Joshua Wharton, QFEX has 10 employees based in London, UK. QFEX is hiring for 2 roles in engineering.",https://www.tella.tv/video/joshuas-video-1m32,2025,"London, UK",Annanay Kapila; Joshua Wharton; What We’ve Built,https://www.linkedin.com/in/annanay-kapila/; https://www.linkedin.com/in/joshua-wharton/; https://www.linkedin.com/in/annanay-kapila/,https://x.com/annanay; https://x.com/joshuawharton; http://www.qfex.com/
Atlog,https://www.ycombinator.com/companies/atlog,Spring 2025,B2B; Operations,"Voice AI That Won't Get You Sued. Founded in 2024 by John Bettinger and Vraj Parikh, Atlog has 2 employees based in New York, NY, USA. Atlog is hiring for 1 roles in engineering.",https://atlog.ai,2024,"New York, NY, USA",Vraj Parikh; John Bettinger,https://www.linkedin.com/in/vrajdirajlal/; https://www.linkedin.com/in/john-bettinger,; 
Waffle,https://www.ycombinator.com/companies/waffle,Spring 2025,Consumer,"Make an AI version of yourself. Founded in 2025 by Manuj Mishra and Diogo Valdivieso, Waffle has 2 employees based in London, UK.",https://www.waffle.ai,2025,"London, UK",Manuj Mishra; Diogo Valdivieso,https://linkedin.com/in/manuj-mishra; https://www.linkedin.com/in/diogo-vddc/,https://x.com/mxshra; 
Partcl,https://www.ycombinator.com/companies/partcl,Spring 2025,"B2B; Engineering, Product and Design","Design a chip in minutes. Founded in 2025 by Vamshi Balanaga and William Salcedo, Partcl has  employees based in . Partcl is hiring for 2 roles in engineering.",https://partcl.com,2025,,William Salcedo; Vamshi Balanaga,https://www.linkedin.com/in/william-salcedo/; https://www.linkedin.com/in/vamshibalanaga,https://x.com/Willschips; 
Aviro,https://www.ycombinator.com/companies/aviro,Spring 2025,B2B,"Environments for Long Horizon Tool Use. Founded in 2024 by Ayush Karupakula and Aarush Kukreja, Aviro has 2 employees based in San Francisco, CA, USA.",https://www.aviro.ai,2024,"San Francisco, CA, USA",Aarush Kukreja; Ayush Karupakula,https://www.linkedin.com/in/aarush-kukreja/; https://www.linkedin.com/in/ayush-karupakula,https://twitter.com/aarush_kukreja; https://x.com/ayushkarupakula
Willow,https://www.ycombinator.com/companies/willow,Spring 2025,Consumer,"The voice interface replacing your keyboard. Founded in 2025 by Allan Guo, Willow has 6 employees based in San Francisco, CA, USA. Willow is hiring for 3 roles in sales, design, and marketing.",https://willowvoice.com,2025,"San Francisco, CA, USA",,,
Atum Works,https://www.ycombinator.com/companies/atum-works,Spring 2025,Industrials; Manufacturing and Robotics,"Gigascale Nanomanufacturing. Founded in 2024 by Matteo Kimura, Lucas Pabarcius, and Malcolm Tisdale, Atum Works has 3 employees based in Mountain View, CA, USA.",https://atum.works,2024,"Mountain View, CA, USA",Lucas Pabarcius; Matteo Kimura; Malcolm Tisdale,https://www.ycombinator.com/companies/www.linkedin.com/in/lucas-pabarcius-ba3595167; https://www.linkedin.com/in/matteo-kimura-90879318b/; https://www.linkedin.com/in/malcolm-tisdale,; ; 
Leeroo,https://www.ycombinator.com/companies/leeroo,Spring 2025,B2B,"Organizational Superintelligence. Founded in  by Alireza Mohammadshahi and Majid Yazdani, Leeroo has 3 employees based in . Leeroo is hiring for 2 roles in engineering.",https://www.leeroo.com,,,Alireza Mohammadshahi; Majid Yazdani,https://www.linkedin.com/in/alireza-mohammadshahi/; https://linkedin.com/in/majid-yazdani-a9032011,https://twitter.com/alireza_mshi; 
Propolis,https://www.ycombinator.com/companies/propolis,Spring 2025,B2B,"Hands off QA via intelligent browser agents. . Founded in 2025 by Marc Papazian and Matt White, Propolis has 2 employees based in .",https://propolis.tech,2025,,Marc Papazian; Matt White; Propolis: Building Synthetic Users,https://linkedin.com/in/marc-papazian; https://www.linkedin.com/in/matt-white-4750397b/; https://www.linkedin.com/in/marc-papazian/,; ; 
Caucus,https://www.ycombinator.com/companies/caucus,Spring 2025,Government,"AI CRM for Government. Founded in  by , Caucus has 3 employees based in .",https://www.usecaucus.com,,,Amir Farahani; Tyler Chen; ❌ The Problem,https://www.linkedin.com/in/amir-farahani-21745b216; https://www.linkedin.com/in/tyler-chen-43570b241/; https://www.linkedin.com/in/theamirfarahani/,https://x.com/TheAmirFarahani; https://x.com/tyzchen; 
Kanava AI,https://www.ycombinator.com/companies/kanava-ai,Spring 2025,B2B; Supply Chain and Logistics,"Your First AI Sales Hire for Wholesale Distributors. Founded in 2025 by , Kanava AI has 2 employees based in San Francisco, CA, USA.",https://kanava.ai,2025,"San Francisco, CA, USA",Smit Dagli; Vikhyath Mondreti; Our Team,https://www.linkedin.com/in/smitdagli/; https://www.linkedin.com/in/vikhyath-m-a00357128/; https://www.linkedin.com/in/smitdagli/,; ; 
