Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
Dodo,https://www.ycombinator.com/companies/dodo,Summer 2024,Healthcare; Healthcare IT,"AI Employees for Specialty Clinics. Founded in 2024 by Julius Hillebrand, Dominik Moehrle, and Tim Reinhart, Dodo has 3 employees based in . Dodo is hiring for 1 roles in engineering.",https://www.dodo.ai,2024,,Dominik Moehrle; Julius Hillebrand; Tim Reinhart; Company Launches,https://www.linkedin.com/in/dominik-moehrle/; https://linkedin.com/in/juliushillebrand; https://www.linkedin.com/in/t-reinhart/; https://www.linkedin.com/in/juliushillebrand/,https://x.com/dominik_moehrle; https://twitter.com/julezhillebrand; ; 
Elevate,https://www.ycombinator.com/companies/elevate-2,Summer 2024,B2B,"Automated AI data integrations for roll-ups. Founded in 2024 by Scott Cara, Elevate has 3 employees based in New York, NY, USA. Elevate is hiring for 1 roles in engineering.",https://www.useelevate.dev,2024,"New York, NY, USA",Scott Cara; 🎺 Asks:,https://www.linkedin.com/in/scott-cara-31829041; https://www.linkedin.com/in/scott-cara-31829041/,https://twitter.com/scara29; 
Zuni,https://www.ycombinator.com/companies/zuni,Summer 2024,B2B; Productivity,"AI Assistant that works alongside you in your Chrome browser. Founded in 2024 by George Seabridge, Zuni has 2 employees based in .",https://zuni.app,2024,,George Seabridge,https://www.linkedin.com/in/george-seabridge/,
NetworkOcean,https://www.ycombinator.com/companies/networkocean,Summer 2024,Industrials; Climate,"We build and operate underwater data centers. Founded in 2023 by Eric Kim and Sam Mendel, NetworkOcean has 4 employees based in San Francisco, CA, USA.",https://networkocean.io,2023,"San Francisco, CA, USA",Sam Mendel; Eric Kim; TLDR:,https://linkedin.com/in/sammendel2000; https://linkedin.com/in/yekime; https://linkedin.com/in/sammendel2000,https://twitter.com/sammendel4; ; 
Silurian,https://www.ycombinator.com/companies/silurian,Summer 2024,Industrials; Climate,"Foundation models to simulate Earth, starting with weather. Founded in 2024 by Cristian Bodnar, Jayesh K. Gupta, and Nikhil Shankar, Silurian has 6 employees based in Kirkland, WA, USA. Silurian is hiring for 1 roles in engineering.",https://silurian.ai,2024,"Kirkland, WA, USA",Jayesh K. Gupta; Cristian Bodnar; Nikhil Shankar,https://www.linkedin.com/in/jayeshkg/; https://www.linkedin.com/in/crisbodnar/; https://www.linkedin.com/in/nikhil-shankar-3090131b7/,https://x.com/rejuvyesh; https://twitter.com/crisbodnar; 
Unbound,https://www.ycombinator.com/companies/unbound,Summer 2024,B2B; Security,"Use AI tools without fear of data leakage. Founded in 2023 by Rajaram Srinivasan and Vignesh Subbiah, Unbound has 7 employees based in San Francisco, CA, USA. Unbound is hiring for 2 roles in engineering and sales.",https://getunbound.ai,2023,"San Francisco, CA, USA",Rajaram Srinivasan; Vignesh Subbiah; Company Launches,https://linkedin.com/in/rajaramsrinivasan; https://www.linkedin.com/in/vigneshsubbiah16/; https://www.linkedin.com/in/vigneshsubbiah16/,; ; 
RetroFix,https://www.ycombinator.com/companies/retrofix,Summer 2024,B2B,"Automate any workflow using plain english. Founded in 2024 by Daniel Portela and Isaac Toscano, RetroFix has 2 employees based in . RetroFix is hiring for 1 roles in engineering.",https://www.retrofix.ai,2024,,Isaac Toscano; Daniel Portela; The Problem 🌍,https://www.linkedin.com/in/isaac-toscano-mina/; https://www.linkedin.com/in/daniel-portela-febo/; https://www.linkedin.com/in/isaac-t-1a51ab13a/,; https://twitter.com/danieldoesdev; 
Maitai,https://www.ycombinator.com/companies/maitai,Summer 2024,"B2B; Engineering, Product and Design","Reliable, self-improving enterprise AI. Founded in 2024 by Christian DalSanto and Ian Hoegen, Maitai has 6 employees based in . Maitai is hiring for 1 roles in engineering.",https://trymaitai.com,2024,,Christian DalSanto; Ian Hoegen,https://linkedin.com/in/christian-dalsanto; https://linkedin.com/in/ihoegen,https://x.com/dalsanto_c; https://x.com/ianhoegen
Sage Care,https://www.ycombinator.com/companies/sagecare,Summer 2024,Healthcare; Healthcare IT,"Automating home care agency operations with AI. Founded in 2024 by Ian Gillis and Jon Levinson, Sage Care has 4 employees based in San Francisco, CA, USA.",https://sagecare.ai,2024,"San Francisco, CA, USA",Jon Levinson; Ian Gillis; _____________________,https://www.linkedin.com/in/jonlevinson1/; https://linkedin.com/in/ian-gillis-3a503837; https://www.linkedin.com/in/jonlevinson1/,https://x.com/levinsonjon; ; 
Tabula,https://www.ycombinator.com/companies/tabula,Summer 2024,B2B; Finance and Accounting,"AI Copilot for SMEs & their accountants in Europe. Founded in 2024 by Tim Hermes, Markus Jungnickel, and Kilian Justus, Tabula has 5 employees based in Berlin, Germany.",https://www.tabula.de,2024,"Berlin, Germany",Tim Hermes; Markus Jungnickel; Kilian Justus; Solution: Accounting Autopilot,https://www.linkedin.com/in/tim-hermes/; https://linkedin.com/in/markus-jungnickel; https://linkedin.com/in/kilian-j; https://linkedin.com/in/markus-jungnickel,; ; ; 
Bayesline,https://www.ycombinator.com/companies/bayesline,Summer 2024,Fintech; Asset Management,"Highly customizable and blazingly fast analytics for asset managers. Founded in 2024 by Sebastian Janisch and Misha van Beek, Bayesline has 3 employees based in New York, NY, USA. Bayesline is hiring for 1 roles in engineering.",https://bayesline.com,2024,"New York, NY, USA",Sebastian Janisch; Founder; Our Ask,https://www.linkedin.com/in/sebastianjanisch/; https://www.linkedin.com/in/mishavanbeek/; https://www.linkedin.com/in/sebastianjanisch/,; ; 
Hamming AI,https://www.ycombinator.com/companies/hamming-ai,Summer 2024,"B2B; Engineering, Product and Design","Complete QA platform for voice agents. Founded in 2024 by Sumanyu Sharma, Hamming AI has 8 employees based in . Hamming AI is hiring for 2 roles in engineering.",https://hamming.ai,2024,,Sumanyu Sharma; Summary,https://linkedin.com/in/sumanyusharma; https://www.linkedin.com/in/sumanyusharma,https://twitter.com/sumanyu_sharma; 
Spaceium Inc,https://www.ycombinator.com/companies/spaceium-inc,Summer 2024,Industrials; Aviation and Space,"In-Space Refueling. Founded in 2023 by Ashi Dissanayake and Reza Fetanat, Spaceium Inc has  employees based in . Spaceium Inc is hiring for 1 roles in engineering.",https://spaceium.com,2023,,Ashi Dissanayake; Reza Fetanat; _ _,https://linkedin.com/in/ashi-dissanayake; https://linkedin.com/in/rezafetanat; https://linkedin.com/in/ashi-dissanayake,; ; https://x.com/SpaceiumInc
Saphira AI,https://www.ycombinator.com/companies/saphira-ai,Summer 2024,"B2B; Engineering, Product and Design","Vanta for Hardware. Founded in 2024 by Oscar Avatare and Akshay Chalana, Saphira AI has 6 employees based in San Francisco, CA, USA. Saphira AI is hiring for 4 roles in engineering and sales.",https://saphira.ai,2024,"San Francisco, CA, USA",Akshay Chalana; Oscar Avatare; Ask,https://linkedin.com/in/akshay-chalana; https://linkedin.com/in/oavatare; https://www.linkedin.com/in/oavatare/,https://twitter.com/ac2zoom; ; 
Undermind,https://www.ycombinator.com/companies/undermind,Summer 2024,B2B,"An AI agent for scientific research. Founded in 2023 by Tom Hartke and Joshua Ramette, Undermind has  employees based in San Francisco, CA, USA.",https://www.undermind.ai,2023,"San Francisco, CA, USA",Joshua Ramette; Tom Hartke,https://linkedin.com/in/joshua-ramette-50984791; https://www.linkedin.com/in/thomas-hartke-229a0679/,; 
Apten,https://www.ycombinator.com/companies/apten,Summer 2024,B2B; Marketing,"Omnichannel AI agents that engage leads across SMS, voice, and email. Founded in 2023 by Daniel Ho and Roshan Kumaraswamy, Apten has 3 employees based in San Francisco, CA, USA. Apten is hiring for 2 roles in engineering and sales.",https://www.apten.ai,2023,"San Francisco, CA, USA",Daniel Ho; Roshan Kumaraswamy,https://linkedin.com/in/danielho799; https://linkedin.com/in/roshan-kumaraswamy,https://twitter.com/dho1357; https://twitter.com/roshan_k_
Ultra,https://www.ycombinator.com/companies/ultra,Summer 2024,Industrials; Manufacturing and Robotics,"Practical, general-purpose robots for repetitive industrial tasks. Founded in 2024 by Max Friefeld, Jon Miller Schwartz, Oliver Ortlieb, and Chetan Parthiban, Ultra has 4 employees based in New York, NY, USA. Ultra is hiring for 6 roles in operations and engineering.",https://ultra.tech,2024,"New York, NY, USA",Jon Miller Schwartz; Max Friefeld; Chetan Parthiban; 🤖 Ultrabots,https://www.linkedin.com/in/jmschwartz11; https://www.linkedin.com/in/mfriefeld; https://www.linkedin.com/in/chetan-parthiban; https://www.linkedin.com/in/oliverortlieb/,https://twitter.com/JMSchwartz11; ; ; 
Ångström AI,https://www.ycombinator.com/companies/angstrom-ai,Summer 2024,Healthcare; Drug Discovery and Delivery,"Gen AI molecular simulations that reproduce wetlab results. Founded in 2024 by Javier Antoran, Jose Miguel Hernandez Lobato, and Laurence Midgley, Ångström AI has 5 employees based in San Francisco, CA, USA.",https://www.angstrom-ai.com,2024,"San Francisco, CA, USA",Javier Antoran; Jose Miguel Hernandez Lobato; Laurence Midgley,https://linkedin.com/in/javier-antoran; https://linkedin.com/in/jose-miguel-hernandez-lobato-7790512a5; https://linkedin.com/in/laurencemidgley,https://twitter.com/JaviAC7; ; https://twitter.com/SilkyDogfish
Coval,https://www.ycombinator.com/companies/coval,Summer 2024,"B2B; Engineering, Product and Design","Simulation & Evaluation that scales voice and chat AI agents. Founded in 2024 by Brooke Hopkins, Coval has 10 employees based in San Francisco, CA, USA. Coval is hiring for 12 roles in sales, operations, support, engineering, and finance.",https://coval.dev,2024,"San Francisco, CA, USA",Brooke Hopkins; Our Story,https://linkedin.com/in/bnhop; https://www.linkedin.com/in/bnhop/,https://twitter.com/bnicholehopkins; 
Spur,https://www.ycombinator.com/companies/spur,Summer 2024,"B2B; Engineering, Product and Design","Spur is your AI QA Engineer. Test your websites with natural language. Founded in 2024 by Anushka Nijhawan and Sneha Sivakumar, Spur has 8 employees based in San Francisco, CA, USA. Spur is hiring for 3 roles in engineering and design.",https://www.spurtest.com,2024,"San Francisco, CA, USA",Sneha Sivakumar; Anushka Nijhawan; Launch Day Deal 🎉,https://www.linkedin.com/in/rutvik-rau/; https://linkedin.com/in/anushka-nijhawan-8380361b1; https://linkedin.com/in/anushka-nijhawan-8380361b1,https://twitter.com/sneha8sivakumar; ; 
Ligo Biosciences,https://www.ycombinator.com/companies/ligo-biosciences,Summer 2024,Healthcare; Industrial Bio,"Enzyme design models. Founded in 2024 by Emily Egerton-Warburton, Arda Goreci, and Edward Harris, Ligo Biosciences has 4 employees based in San Francisco, CA, USA.",https://www.ligo.bio,2024,"San Francisco, CA, USA",Edward Harris; Emily Egerton-Warburton; Arda Goreci; The Team:,https://linkedin.com/in/edward-harris-537837188; https://linkedin.com/in/emily-egerton-warburton-a70121211; https://linkedin.com/in/arda-g-a26506118; https://linkedin.com/in/edward-harris-537837188,; ; ; 
ACX,https://www.ycombinator.com/companies/acx,Summer 2024,Healthcare; Industrial Bio,"Next-generation biocides for sustainable agriculture at scale. Founded in 2024 by Emmanouela Petsolari and Melina Petsolari, ACX has 4 employees based in New York, NY, USA.",https://www.acxtherapeutics.com,2024,"New York, NY, USA",Emmanouela Petsolari; Melina Petsolari; Team:,https://linkedin.com/in/emmanouelapetsolari; https://linkedin.com/in/melina-petsolari-a03915298; https://www.linkedin.com/in/emmanouelapetsolari/,; ; 
Overeasy:,https://www.ycombinator.com/companies/overeasy,Summer 2024,B2B,". Founded in 2024 by Kelly Lu, Overeasy has 2 employees based in San Francisco, CA, USA.",https://overeasy.sh,2024,"San Francisco, CA, USA",Kelly Lu; Benchmarks,https://linkedin.com/in/kellylu1; https://linkedin.com/in/anirudh-rahul-34a2bb195,https://twitter.com/skyflylu; 
Fuse,https://www.ycombinator.com/companies/fuse-2,Summer 2024,Healthcare,"AI helpers for patient intake and benefits checks. Founded in 2024 by Sho Sugihara and Oscar Wilsby, Fuse has 3 employees based in London, UK.",http://www.fuseinsight.com,2024,"London, UK",Sho Sugihara; Oscar Wilsby; ❌ Problem,https://linkedin.com/in/shoalexander; https://linkedin.com/in/oscar-wilsby-71020931; https://www.linkedin.com/in/oscar-wilsby-71020931/,https://x.com/_ShoSugihara; ; 
Simplex,https://www.ycombinator.com/companies/simplex,Summer 2024,"B2B; Engineering, Product and Design","Browser automation infrastructure for health tech companies. Founded in 2024 by Shreya Karpoor and Marco Nocito, Simplex has 2 employees based in San Francisco, CA, USA.",https://simplex.sh,2024,"San Francisco, CA, USA",Shreya Karpoor; Marco Nocito; The Problem,https://linkedin.com/in/shreya-karpoor; https://linkedin.com/in/marco-nocito/; https://www.linkedin.com/in/shreya-karpoor/,; ; 
Hey Revia,https://www.ycombinator.com/companies/hey-revia,Summer 2024,B2B,"Voice AI to automate complex phone calls for healthcare providers. Founded in 2024 by Shaun Wei and David (Wenbo) Zhu, Hey Revia has 4 employees based in .",https://heyrevia.ai,2024,,Shaun Wei; David (Wenbo) Zhu; ❌ The Problem,https://linkedin.com/in/shaunwei; https://www.linkedin.com/in/david-w-zhu/; https://www.linkedin.com/in/david-w-zhu/,https://x.com/agishaun; https://x.com/david_w_zhu; https://twitter.com/heyrevia
Sepal AI,https://www.ycombinator.com/companies/sepal-ai,Summer 2024,B2B,"Data Development for Advanced AI. Founded in 2024 by Kat Hu and Robi Lin, Sepal AI has 15 employees based in San Francisco, CA, USA.",https://www.sepalai.com,2024,"San Francisco, CA, USA",Robi Lin; Kat Hu; 🙏 Asks:,https://www.linkedin.com/in/robert-lin1/; https://www.linkedin.com/in/kathleenhu/; https://www.linkedin.com/in/kathleenhu/,; https://www.twitter.com/katqhu1; 
Thyme,https://www.ycombinator.com/companies/thyme,Summer 2024,B2B; Finance and Accounting,"The OS for financial advisors. Founded in 2024 by Daniel Lantz and Fernando San Martin, Thyme has 2 employees based in San Francisco, CA, USA.",https://www.meetthyme.com,2024,"San Francisco, CA, USA",Daniel Lantz; Fernando San Martin,https://www.linkedin.com/in/dflantz/; https://linkedin.com/in/fsanmartinjorquera,; 
Remade,https://www.ycombinator.com/companies/remade,Summer 2024,Consumer; Content,"AI-native canvas for creative workflows. Founded in 2024 by Christos Antonopoulos, Blendi Bylygbashi, Alex Matthews, and Rehan Sheikh, Remade has 4 employees based in San Francisco, CA, USA.",https://www.remade.ai,2024,"San Francisco, CA, USA",Alex Matthews; Christos Antonopoulos; Blendi Bylygbashi; Rehan Sheikh,https://www.linkedin.com/in/alex-matthews-1b282918b/; https://www.linkedin.com/in/christos-antonopoulos-6534031b0/; https://www.linkedin.com/in/blendibylygbashi/; https://www.linkedin.com/in/rehan-sheikh-1102,; https://x.com/Christos_antono; https://x.com/BlendiByl; https://x.com/rehan_shei
Central,https://www.ycombinator.com/companies/central,Summer 2024,B2B; Human Resources,"Payroll, benefits, state compliance & other bullsh*t for startups. Founded in 2023 by Pranav Kashyap, Nilay Modi, and Josh Wymer, Central has 15 employees based in San Francisco, CA, USA.",https://centralhq.com,2023,"San Francisco, CA, USA",Josh Wymer; Pranav Kashyap; Nilay Modi,https://linkedin.com/in/joshwymer; https://linkedin.com/in/pranav-kashyap; https://linkedin.com/in/thenilaymodi,; ; https://twitter.com/nilaymod
Invaria,https://www.ycombinator.com/companies/invaria,Summer 2024,"B2B; Engineering, Product and Design","The next generation logging and observability platform. Founded in 2024 by , Invaria has 3 employees based in London, UK.",https://invaria.com,2024,"London, UK",Ben Hall; Sam Kramer; Alex Maass; Our Story,https://www.linkedin.com/in/benjaminfhall; https://www.linkedin.com/in/samuel-kramer-4263189a/; https://www.linkedin.com/in/alexmaass/; https://www.linkedin.com/in/benjaminfhall/,; ; ; 
